Motifs:	 Frequencies:
292         24.19%
38          14.17%
164         9.46%
54          8.87%
7           6.26%
310         5.07%
21          4.97%
161         4.60%
278         3.51%
294         3.27%
55          2.12%
14          1.95%
39          1.88%
53          1.39%
270         1.30%
291         1.03%
162         0.84%
275         0.71%
2358        0.71%
311         0.52%
307         0.46%
2342        0.38%
439         0.36%
2318        0.20%
295         0.13%
435         0.11%
151         0.11%
63          0.10%
183         0.08%
173         0.08%
438         0.08%
150         0.07%
309         0.07%
2194        0.07%
179         0.07%
279         0.06%
2196        0.06%
47          0.06%
2359        0.06%
301         0.06%
2193        0.05%
2487        0.04%
102         0.04%
2357        0.03%
3511        0.03%
166         0.03%
181         0.02%
86          0.02%
283         0.02%
1133        0.01%
319         0.01%
447         0.01%
78          0.01%
182         0.01%
2343        0.01%
1190        0.01%
2486        0.01%
15          0.01%
511         0.01%
267         0.01%
2483        0.01%
3510        0.01%
43          0.01%
1318        0.01%
2267        0.01%
287         0.00%
2485        0.00%
191         0.00%
2203        0.00%
303         0.00%
159         0.00%
2231        0.00%
223         0.00%
1197        0.00%
255         0.00%
1207        0.00%
351         0.00%
411         0.00%
2229        0.00%
299         0.00%
271         0.00%
95          0.00%
2367        0.00%
3519        0.00%
806         0.00%
2495        0.00%
431         0.00%
1205        0.00%
2559        0.00%
415         0.00%
3583        0.00%
143         0.00%
2227        0.00%
2150        0.00%
1126        0.00%
427         0.00%
1206        0.00%
2351        0.00%
367         0.00%
1471        0.00%
590         0.00%
175         0.00%
111         0.00%
614         0.00%
2349        0.00%
4095        0.00%
2319        0.00%
157         0.00%
2423        0.00%
158         0.00%
1327        0.00%
79          0.00%
2399        0.00%
2239        0.00%
1199        0.00%
879         0.00%
2463        0.00%
2271        0.00%
413         0.00%
3327        0.00%
1215        0.00%
2135        0.00%
2927        0.00%
815         0.00%
1279        0.00%
1135        0.00%
2459        0.00%
1791        0.00%
2935        0.00%
2303        0.00%
2462        0.00%
623         0.00%
2159        0.00%
2205        0.00%
863         0.00%
735         0.00%
591         0.00%
