Motifs:	 Frequencies:
7           11.01%
38          9.08%
21          8.71%
164         7.70%
292         5.84%
54          5.14%
14          4.07%
161         3.54%
55          3.41%
39          2.67%
310         2.38%
53          2.30%
162         2.30%
294         2.23%
270         1.57%
278         1.56%
78          1.47%
275         1.46%
15          1.20%
47          1.10%
63          1.08%
182         1.05%
43          1.04%
2194        0.89%
291         0.86%
439         0.73%
2193        0.67%
267         0.56%
102         0.55%
150         0.52%
2342        0.51%
311         0.50%
2196        0.49%
438         0.46%
166         0.46%
183         0.39%
2212        0.39%
179         0.38%
2358        0.38%
142         0.38%
86          0.37%
171         0.34%
173         0.33%
307         0.32%
2126        0.32%
119         0.32%
283         0.27%
2230        0.27%
2318        0.23%
79          0.23%
590         0.21%
309         0.18%
447         0.18%
295         0.15%
413         0.15%
511         0.15%
301         0.15%
279         0.15%
299         0.14%
151         0.13%
271         0.13%
435         0.13%
181         0.12%
191         0.12%
1206        0.11%
2487        0.11%
143         0.11%
1318        0.11%
158         0.11%
95          0.10%
174         0.10%
157         0.10%
2486        0.10%
806         0.10%
1190        0.10%
411         0.10%
2150        0.09%
415         0.09%
2214        0.09%
1197        0.09%
1102        0.08%
614         0.08%
2190        0.07%
3511        0.07%
255         0.07%
223         0.07%
319         0.06%
287         0.06%
431         0.06%
2485        0.06%
1133        0.05%
2357        0.04%
111         0.04%
367         0.04%
1166        0.04%
3510        0.04%
2294        0.04%
2359        0.04%
1142        0.04%
175         0.04%
951         0.04%
631         0.04%
1126        0.04%
2227        0.04%
1205        0.03%
2267        0.03%
427         0.03%
2231        0.03%
2188        0.03%
303         0.03%
1117        0.03%
1207        0.03%
159         0.03%
2127        0.03%
678         0.03%
591         0.03%
2219        0.02%
1195        0.02%
351         0.02%
1143        0.02%
629         0.02%
2167        0.02%
2229        0.02%
2343        0.02%
2477        0.02%
1141        0.02%
2203        0.02%
3583        0.02%
2461        0.02%
2483        0.02%
3519        0.01%
1471        0.01%
2165        0.01%
2221        0.01%
2559        0.01%
623         0.01%
2999        0.01%
1215        0.01%
4095        0.01%
959         0.01%
943         0.01%
879         0.01%
2319        0.01%
2163        0.01%
2191        0.01%
2295        0.01%
3438        0.01%
3435        0.01%
2135        0.01%
687         0.01%
927         0.01%
2285        0.01%
693         0.01%
2293        0.01%
2291        0.01%
430         0.01%
2495        0.01%
2349        0.01%
2205        0.01%
2927        0.00%
3455        0.00%
1279        0.00%
3327        0.00%
2283        0.00%
2975        0.00%
2479        0.00%
2347        0.00%
2462        0.00%
2423        0.00%
1131        0.00%
815         0.00%
2239        0.00%
3446        0.00%
2215        0.00%
1791        0.00%
2271        0.00%
1199        0.00%
2935        0.00%
735         0.00%
2351        0.00%
1151        0.00%
2367        0.00%
2475        0.00%
2478        0.00%
2463        0.00%
2303        0.00%
2159        0.00%
863         0.00%
3502        0.00%
2223        0.00%
1135        0.00%
2415        0.00%
2991        0.00%
2459        0.00%
2287        0.00%
1327        0.00%
2399        0.00%
3310        0.00%
2799        0.00%
