Motifs:	 Frequencies:
292         19.52%
38          15.52%
7           11.80%
54          11.01%
164         7.09%
21          4.70%
310         4.53%
161         3.47%
278         3.13%
55          3.01%
294         2.76%
39          2.30%
14          2.16%
53          1.87%
270         1.02%
291         0.81%
2358        0.67%
162         0.57%
311         0.49%
275         0.48%
439         0.42%
307         0.39%
2342        0.32%
63          0.19%
2318        0.14%
435         0.14%
295         0.13%
151         0.12%
47          0.10%
183         0.09%
173         0.08%
438         0.08%
179         0.08%
309         0.07%
150         0.07%
2359        0.05%
279         0.05%
2194        0.05%
301         0.05%
2487        0.04%
2196        0.04%
3511        0.04%
2193        0.03%
102         0.03%
2357        0.03%
166         0.02%
447         0.02%
86          0.02%
181         0.02%
511         0.02%
283         0.01%
15          0.01%
319         0.01%
2343        0.01%
43          0.01%
182         0.01%
78          0.01%
3510        0.01%
1133        0.01%
2483        0.01%
2486        0.01%
1190        0.01%
1318        0.01%
2267        0.01%
191         0.00%
267         0.00%
2231        0.00%
287         0.00%
223         0.00%
2203        0.00%
255         0.00%
1207        0.00%
411         0.00%
159         0.00%
2485        0.00%
351         0.00%
431         0.00%
303         0.00%
1197        0.00%
2229        0.00%
299         0.00%
1206        0.00%
95          0.00%
367         0.00%
2227        0.00%
3519        0.00%
415         0.00%
3583        0.00%
2367        0.00%
2495        0.00%
806         0.00%
590         0.00%
2559        0.00%
2150        0.00%
614         0.00%
4095        0.00%
1205        0.00%
143         0.00%
1471        0.00%
175         0.00%
271         0.00%
427         0.00%
2351        0.00%
2349        0.00%
2423        0.00%
2239        0.00%
1126        0.00%
879         0.00%
413         0.00%
79          0.00%
158         0.00%
1199        0.00%
111         0.00%
1215        0.00%
2927        0.00%
157         0.00%
2399        0.00%
2935        0.00%
623         0.00%
735         0.00%
591         0.00%
3327        0.00%
1327        0.00%
2271        0.00%
2415        0.00%
1279        0.00%
2135        0.00%
2319        0.00%
2303        0.00%
815         0.00%
2462        0.00%
1791        0.00%
2459        0.00%
863         0.00%
2159        0.00%
1135        0.00%
