Motifs:	 Frequencies:
164         10.61%
21          10.09%
162         6.36%
38          4.62%
161         4.58%
14          4.53%
292         4.15%
7           3.65%
270         2.39%
54          2.29%
78          2.27%
275         2.26%
2196        1.78%
267         1.72%
2194        1.58%
291         1.55%
182         1.54%
294         1.51%
310         1.51%
55          1.44%
15          1.44%
39          1.43%
2212        1.38%
142         1.33%
278         1.24%
2193        1.24%
53          1.16%
43          1.16%
102         0.80%
166         0.78%
150         0.78%
2126        0.67%
86          0.63%
171         0.59%
590         0.54%
2230        0.53%
119         0.52%
47          0.51%
2342        0.49%
79          0.45%
283         0.41%
2318        0.40%
1102        0.39%
2190        0.38%
439         0.32%
63          0.31%
311         0.30%
2358        0.30%
307         0.28%
1206        0.26%
179         0.26%
183         0.26%
438         0.25%
271         0.25%
173         0.25%
1190        0.25%
413         0.25%
299         0.24%
2188        0.24%
1318        0.23%
2150        0.23%
614         0.22%
158         0.22%
806         0.21%
2214        0.21%
1166        0.20%
143         0.20%
157         0.20%
174         0.20%
1126        0.17%
1142        0.16%
678         0.13%
279         0.13%
309         0.12%
631         0.10%
591         0.10%
295         0.10%
181         0.09%
1197        0.09%
2294        0.09%
151         0.09%
95          0.08%
2127        0.08%
1117        0.08%
447         0.08%
301         0.08%
2486        0.08%
191         0.08%
629         0.07%
435         0.07%
1195        0.07%
2487        0.07%
2219        0.07%
415         0.07%
411         0.07%
951         0.07%
1133        0.07%
2485        0.06%
2167        0.06%
1143        0.06%
2461        0.06%
1141        0.05%
2477        0.05%
2221        0.05%
2165        0.05%
287         0.05%
2357        0.04%
1205        0.04%
175         0.04%
511         0.04%
2227        0.04%
111         0.04%
2231        0.04%
431         0.04%
2229        0.03%
3511        0.03%
255         0.03%
223         0.03%
427         0.03%
623         0.03%
3510        0.03%
2359        0.03%
367         0.03%
2267        0.02%
319         0.02%
2163        0.02%
1207        0.02%
2191        0.02%
2205        0.02%
693         0.02%
3435        0.02%
159         0.02%
2203        0.02%
2319        0.02%
2349        0.02%
2343        0.02%
303         0.02%
2135        0.01%
2285        0.01%
1131        0.01%
351         0.01%
927         0.01%
687         0.01%
2295        0.01%
2347        0.01%
959         0.01%
943         0.01%
2483        0.01%
879         0.01%
3438        0.01%
1471        0.01%
2293        0.01%
2999        0.01%
1215        0.01%
2291        0.01%
2283        0.01%
3583        0.01%
2975        0.01%
3519        0.01%
2559        0.01%
2479        0.01%
2475        0.00%
3455        0.00%
1151        0.00%
2215        0.00%
430         0.00%
2462        0.00%
2159        0.00%
2927        0.00%
815         0.00%
735         0.00%
3446        0.00%
2223        0.00%
2478        0.00%
1279        0.00%
2351        0.00%
2303        0.00%
1199        0.00%
1135        0.00%
2495        0.00%
3327        0.00%
4095        0.00%
1791        0.00%
2271        0.00%
2239        0.00%
2463        0.00%
2935        0.00%
2415        0.00%
2459        0.00%
2287        0.00%
2423        0.00%
3502        0.00%
2367        0.00%
863         0.00%
1327        0.00%
2991        0.00%
2399        0.00%
3310        0.00%
2799        0.00%
