Motifs:	 Frequencies:
164         10.37%
21          10.22%
162         5.93%
38          4.81%
161         4.56%
14          4.40%
7           4.29%
292         4.19%
54          2.38%
270         2.21%
78          2.18%
275         2.17%
2196        1.64%
2194        1.64%
291         1.60%
267         1.59%
39          1.59%
55          1.52%
294         1.49%
310         1.48%
182         1.47%
15          1.42%
2212        1.26%
53          1.25%
278         1.23%
142         1.22%
2193        1.19%
43          1.10%
150         0.75%
166         0.75%
102         0.75%
2126        0.63%
86          0.61%
47          0.60%
2342        0.57%
171         0.56%
590         0.56%
2230        0.53%
119         0.50%
79          0.47%
2318        0.43%
283         0.41%
63          0.38%
1102        0.35%
439         0.35%
2190        0.34%
2358        0.33%
179         0.29%
183         0.29%
311         0.29%
173         0.27%
1206        0.27%
307         0.26%
438         0.26%
1190        0.24%
413         0.24%
299         0.23%
1318        0.23%
271         0.22%
2188        0.22%
2150        0.21%
806         0.21%
614         0.21%
174         0.20%
2214        0.20%
143         0.20%
158         0.20%
157         0.19%
1166        0.19%
1142        0.15%
1126        0.14%
279         0.13%
309         0.13%
631         0.11%
678         0.11%
295         0.11%
181         0.11%
1197        0.11%
591         0.11%
2487        0.10%
95          0.10%
191         0.10%
151         0.10%
2486        0.09%
447         0.09%
2294        0.09%
301         0.08%
2127        0.08%
951         0.08%
1133        0.08%
435         0.08%
2485        0.07%
1195        0.07%
629         0.07%
411         0.07%
1205        0.07%
1117        0.07%
415         0.07%
2219        0.06%
1143        0.06%
1141        0.06%
287         0.05%
2461        0.05%
2167        0.05%
2477        0.05%
2221        0.05%
2227        0.05%
2357        0.05%
2231        0.05%
511         0.05%
111         0.05%
175         0.04%
3511        0.04%
2165        0.04%
623         0.04%
431         0.04%
1207        0.04%
2229        0.04%
255         0.03%
223         0.03%
319         0.03%
2359        0.03%
159         0.03%
427         0.03%
3510        0.03%
2267        0.03%
2191        0.02%
2343        0.02%
2163        0.02%
367         0.02%
2203        0.02%
1215        0.02%
2205        0.02%
303         0.02%
3435        0.02%
693         0.02%
959         0.02%
927         0.02%
1471        0.02%
2319        0.02%
943         0.02%
2483        0.02%
351         0.02%
2285        0.02%
2999        0.01%
3438        0.01%
2135        0.01%
2349        0.01%
2295        0.01%
2559        0.01%
2347        0.01%
687         0.01%
2293        0.01%
3583        0.01%
1131        0.01%
2291        0.01%
879         0.01%
3519        0.01%
2283        0.01%
2975        0.01%
3455        0.01%
2159        0.01%
2475        0.01%
1135        0.01%
2215        0.01%
2495        0.01%
2479        0.01%
2462        0.00%
1199        0.00%
2239        0.00%
430         0.00%
1279        0.00%
2459        0.00%
1151        0.00%
2423        0.00%
2415        0.00%
815         0.00%
3446        0.00%
3327        0.00%
2927        0.00%
735         0.00%
2463        0.00%
4095        0.00%
2351        0.00%
2478        0.00%
2223        0.00%
2935        0.00%
2303        0.00%
3502        0.00%
2271        0.00%
863         0.00%
1791        0.00%
2367        0.00%
2287        0.00%
2991        0.00%
1327        0.00%
2399        0.00%
3310        0.00%
2799        0.00%
