Motif,NL/AD,NL/MCI,MCI/CONV,AD/CONV,NL/ER(NL),NL/DD(NL),AD/DD(AD),AD/ER(AD)
541134,0.2812,0.1756,0.4834,0.1052,0.0002,0.1404,0.1404,0.0002
35543,0.3074,0.291,0.3792,0.0278,0.4968,0.0,0.0,0.3814
541133,0.0626,0.255,0.3178,0.0738,0.0002,0.0002,0.0002,0.0002
35230,0.4664,0.2584,0.1014,0.027,0.0482,0.0,0.0,0.0384
35231,0.3268,0.35,0.037,0.0504,0.0312,0.0,0.0,0.0358
35549,0.3946,0.1706,0.2514,0.036,0.0002,0.0,0.001,0.0002
145758,0.4766,0.3234,0.3744,0.4414,0.0268,0.0,0.0,0.0202
541135,0.286,0.3366,0.3322,0.103,0.2256,0.0,0.0,0.049
296366,0.1964,0.4734,0.4426,0.2792,0.0002,0.0,0.0006,0.0002
296364,0.0576,0.24,0.1606,0.1836,0.2844,0.0,0.0,0.0012
296363,0.018,0.4234,0.0088,0.335,0.0002,0.0124,0.0006,0.0002
35547,0.3744,0.3622,0.068,0.004,0.0,0.0,0.0,0.0004
281774,0.4366,0.0588,0.1664,0.2292,0.0002,0.2002,0.238,0.0002
420333,0.175,0.3804,0.0792,0.172,0.003,0.0116,0.0004,0.0804
27373,0.2074,0.2226,0.4492,0.0798,0.0002,0.0,0.0038,0.0002
82220,0.0052,0.3762,0.2178,0.0884,0.0002,0.0002,0.0002,0.0002
75949,0.1348,0.019,0.4936,0.2868,0.0,0.0,0.0,0.0
279500,0.0754,0.4382,0.0572,0.4218,0.0002,0.0002,0.0002,0.0002
279502,0.122,0.2436,0.1098,0.2806,0.0002,0.0002,0.0084,0.0002
552631,0.195,0.4026,0.3034,0.4922,0.0002,0.4972,0.0168,0.0058
297707,0.334,0.4212,0.405,0.1308,0.2314,0.0,0.0,0.0578
99998,0.0908,0.0152,0.4306,0.3826,0.3462,0.0,0.0,0.0
297703,0.4842,0.3488,0.0258,0.0392,0.2144,0.0,0.0,0.1452
2147,0.1134,0.2618,0.25,0.4724,0.0,0.0,0.0,0.0
297709,0.2518,0.0672,0.0894,0.0946,0.1464,0.0,0.0,0.467
16701,0.0082,0.3112,0.013,0.4422,0.0002,0.0002,0.0002,0.0002
80590,0.257,0.0582,0.4622,0.0824,0.0028,0.0,0.3286,0.0074
543803,0.1088,0.4654,0.3116,0.295,0.0,0.0,0.0,0.0
280987,0.1842,0.3322,0.3466,0.248,0.011,0.0,0.0032,0.0294
17259,0.2108,0.1334,0.1142,0.4824,0.0,0.0,0.0,0.0
100014,0.2238,0.4376,0.0486,0.2718,0.002,0.0,0.0,0.1244
543806,0.2644,0.0116,0.375,0.1484,0.0002,0.0,0.0,0.0092
295851,0.4674,0.421,0.4682,0.3844,0.0002,0.0,0.0022,0.0064
295850,0.2496,0.2818,0.1994,0.4566,0.0002,0.0002,0.0002,0.0002
52462,0.4448,0.0574,0.1318,0.436,0.0002,0.0002,0.0002,0.0002
295852,0.0012,0.322,0.0276,0.1772,0.0002,0.3298,0.024,0.3124
295854,0.1664,0.3678,0.0588,0.3224,0.0002,0.0,0.0302,0.0002
297562,0.0066,0.1998,0.3922,0.0682,0.0002,0.0,0.0,0.0
297561,0.0112,0.2844,0.0004,0.1986,0.0002,0.0002,0.0002,0.0002
280238,0.1716,0.0286,0.4144,0.1072,0.0002,0.0,0.008,0.0002
297564,0.06,0.3052,0.037,0.381,0.0,0.0,0.0,0.0
10702,0.0974,0.1678,0.3782,0.4142,0.0002,0.0,0.0,0.047
836959,0.1668,0.2504,0.0864,0.0376,0.003,0.0348,0.417,0.002
149147,0.1026,0.0132,0.461,0.2784,0.0,0.0,0.0,0.0
173543,0.2138,0.4582,0.3438,0.3582,0.007,0.0,0.0004,0.0508
269549,0.0058,0.238,0.0148,0.397,0.0002,0.0002,0.0002,0.0002
269547,0.1296,0.1624,0.344,0.4644,0.0002,0.0,0.0002,0.0004
269543,0.4468,0.3056,0.1462,0.2452,0.0002,0.0,0.0016,0.0002
152430,0.1222,0.0098,0.0536,0.2206,0.0036,0.0,0.4984,0.0408
84125,0.321,0.3804,0.4868,0.3512,0.0,0.0,0.0,0.0
270061,0.02,0.1034,0.2258,0.4208,0.0002,0.0002,0.0002,0.0002
26026,0.0244,0.4304,0.0004,0.1912,0.0002,0.0002,0.0002,0.0002
271223,0.313,0.1424,0.3428,0.2512,0.0028,0.0,0.0,0.062
147871,0.263,0.3918,0.2972,0.15,0.0,0.0,0.0,0.0
147870,0.3756,0.0976,0.3718,0.2196,0.0,0.0,0.0,0.0
22871,0.0996,0.2064,0.3566,0.2138,0.3074,0.0,0.0,0.006
139933,0.3014,0.457,0.1358,0.0442,0.0154,0.0,0.0,0.343
22878,0.1434,0.1962,0.191,0.1416,0.0056,0.0,0.0,0.3608
139934,0.4352,0.3118,0.4104,0.4656,0.0002,0.0002,0.0002,0.0002
37790,0.2748,0.1,0.3512,0.4404,0.0002,0.0,0.0,0.0002
38503,0.0222,0.1386,0.065,0.4312,0.0002,0.0002,0.0002,0.0002
84699,0.068,0.4048,0.006,0.0732,0.3394,0.0,0.0,0.0122
3519,0.4718,0.3522,0.2052,0.1448,0.0002,0.4914,0.2864,0.0002
2685,0.1828,0.1768,0.3056,0.4144,0.0002,0.0302,0.3352,0.0002
2686,0.2824,0.4542,0.1432,0.4026,0.0002,0.4036,0.3998,0.0002
2687,0.3654,0.2636,0.486,0.4848,0.0002,0.0002,0.0322,0.0002
2683,0.381,0.339,0.4708,0.4938,0.0002,0.0002,0.0228,0.0002
563934,0.206,0.0792,0.29,0.1698,0.0932,0.0,0.0,0.412
528797,0.1956,0.3692,0.1808,0.0852,0.0998,0.0,0.0,0.3336
563933,0.1082,0.0958,0.1846,0.158,0.009,0.0,0.0018,0.0002
563931,0.2286,0.236,0.1688,0.0936,0.0002,0.0004,0.3792,0.0002
528799,0.4066,0.4914,0.012,0.0044,0.4688,0.0,0.0,0.2668
528798,0.0338,0.326,0.2958,0.0252,0.0,0.0,0.0,0.3658
271085,0.4972,0.0072,0.0592,0.451,0.0002,0.0,0.0062,0.0002
71820,0.381,0.3862,0.29,0.2238,0.0118,0.0,0.0,0.1694
268635,0.161,0.3304,0.0748,0.3804,0.0,0.0,0.0,0.0
268636,0.3888,0.302,0.4328,0.2418,0.0,0.0,0.0,0.0004
148638,0.0764,0.2448,0.4496,0.2518,0.036,0.0092,0.0084,0.2434
148639,0.0134,0.0018,0.019,0.0384,0.0,0.0,0.0,0.0
280652,0.1036,0.32,0.12,0.3364,0.0,0.0,0.0,0.0
543471,0.2282,0.4174,0.061,0.0172,0.0002,0.05,0.1912,0.0002
33503,0.3378,0.05,0.3384,0.0958,0.0902,0.0,0.0,0.2648
33501,0.1608,0.3386,0.0308,0.29,0.0008,0.0,0.0,0.0698
71756,0.4664,0.4176,0.2738,0.354,0.0,0.0,0.0,0.0
575451,0.0968,0.3344,0.3748,0.1048,0.0292,0.0,0.3086,0.0048
17823,0.1,0.33,0.4834,0.1632,0.0,0.0,0.0,0.0
17822,0.1844,0.0968,0.423,0.4834,0.0,0.0,0.0,0.0
156655,0.341,0.1398,0.2026,0.2336,0.117,0.0,0.0082,0.1406
156654,0.1242,0.3754,0.3658,0.1756,0.0002,0.2614,0.086,0.0002
27575,0.0642,0.0024,0.3264,0.3382,0.0002,0.0316,0.2898,0.0002
137643,0.1086,0.4204,0.2508,0.4134,0.0002,0.0122,0.0142,0.0002
137646,0.2156,0.3558,0.2104,0.2778,0.0036,0.0,0.0,0.047
83611,0.3092,0.1288,0.1776,0.3524,0.0,0.0,0.0,0.0
83614,0.0088,0.0862,0.1786,0.0174,0.0678,0.0,0.0,0.0
1179,0.1546,0.377,0.3788,0.369,0.0002,0.0004,0.012,0.0002
296555,0.308,0.368,0.2452,0.2106,0.0014,0.0,0.0,0.077
296554,0.3476,0.1818,0.3218,0.1978,0.0314,0.0,0.0,0.125
296556,0.2782,0.2052,0.196,0.3218,0.0,0.0,0.0,0.0
296550,0.3002,0.3356,0.2822,0.3304,0.0002,0.1438,0.3812,0.0002
296553,0.4428,0.3064,0.2032,0.2844,0.0,0.0,0.0,0.0
174686,0.1498,0.1866,0.2228,0.355,0.0002,0.0152,0.0796,0.0054
72255,0.3016,0.4256,0.2654,0.059,0.0002,0.4944,0.2342,0.0002
72254,0.3854,0.2526,0.232,0.0388,0.4606,0.0,0.0,0.03
72251,0.1648,0.308,0.383,0.241,0.0002,0.0002,0.0224,0.0002
268859,0.2482,0.1656,0.2032,0.2558,0.0002,0.0,0.0768,0.0002
169341,0.2794,0.2458,0.328,0.343,0.006,0.0,0.0106,0.002
552028,0.361,0.2882,0.0338,0.1564,0.0002,0.0002,0.0066,0.0002
34559,0.356,0.364,0.3812,0.0434,0.0002,0.2118,0.205,0.0002
109662,0.1066,0.3,0.3052,0.119,0.288,0.0,0.0,0.1244
552026,0.1126,0.4622,0.0152,0.3112,0.0746,0.0,0.0,0.0
8541,0.253,0.2376,0.0312,0.1518,0.0,0.0,0.0,0.0
8543,0.2832,0.2702,0.0186,0.059,0.0,0.0,0.0,0.0
8542,0.4924,0.1996,0.0516,0.1948,0.0,0.0,0.0,0.0
825807,0.0366,0.223,0.2274,0.0374,0.1004,0.0,0.3228,0.0058
825806,0.2738,0.2236,0.3636,0.4076,0.0002,0.0498,0.473,0.0002
541309,0.3066,0.4284,0.0532,0.2778,0.0,0.0,0.0,0.0
35931,0.1322,0.1742,0.0202,0.0298,0.0,0.0,0.0,0.0
541307,0.4812,0.1842,0.2066,0.3846,0.0,0.0,0.0,0.0
35935,0.2738,0.3366,0.4992,0.4334,0.0,0.0,0.0,0.0
35934,0.2836,0.037,0.3338,0.0052,0.2274,0.0,0.0,0.0352
838875,0.4632,0.1178,0.089,0.1684,0.2998,0.0,0.1124,0.19
170455,0.4728,0.0396,0.28,0.1978,0.0002,0.3662,0.3476,0.0002
575950,0.3582,0.2932,0.2246,0.0518,0.0002,0.0,0.0152,0.0002
144349,0.4476,0.0846,0.2696,0.2272,0.0002,0.2692,0.284,0.0002
158158,0.3412,0.2098,0.1036,0.0816,0.0862,0.0,0.0,0.1798
273629,0.0246,0.2872,0.321,0.2118,0.0002,0.3074,0.0834,0.0002
154718,0.3648,0.0422,0.1984,0.492,0.0002,0.0098,0.205,0.0002
50671,0.1232,0.4634,0.3296,0.045,0.0002,0.078,0.309,0.0002
154861,0.1106,0.1172,0.1704,0.2122,0.0002,0.0676,0.3486,0.0002
154093,0.3814,0.16,0.1696,0.071,0.0412,0.0,0.0002,0.1022
398,0.3194,0.2744,0.1616,0.4142,0.0,0.0,0.0,0.0
266917,0.0054,0.2404,0.402,0.0924,0.0002,0.0002,0.0002,0.0006
2303,0.408,0.3886,0.2824,0.1658,0.0002,0.2366,0.074,0.0002
5847,0.4322,0.405,0.0268,0.1078,0.0184,0.0,0.0,0.13
266909,0.174,0.231,0.0552,0.4854,0.0,0.0,0.0,0.0
17623,0.1798,0.3354,0.1902,0.3528,0.0,0.0,0.0,0.0
17627,0.418,0.2882,0.1948,0.1232,0.0,0.0,0.0,0.0004
17629,0.0524,0.0764,0.2538,0.4482,0.0002,0.0006,0.361,0.0002
100956,0.391,0.2452,0.1582,0.1512,0.0,0.0,0.0,0.0
41822,0.1986,0.4808,0.176,0.3846,0.0,0.0,0.0,0.0
116334,0.0188,0.1842,0.3994,0.0904,0.0002,0.0002,0.008,0.0002
116335,0.3124,0.3924,0.0622,0.2254,0.0002,0.0002,0.0006,0.0002
551647,0.2954,0.1418,0.2482,0.1698,0.3764,0.0,0.0002,0.3452
539863,0.3068,0.3518,0.4376,0.3376,0.071,0.0,0.004,0.133
562875,0.367,0.474,0.3932,0.276,0.0002,0.0082,0.0702,0.0002
562877,0.4694,0.4522,0.2442,0.1784,0.046,0.0,0.0008,0.1034
562871,0.1578,0.0444,0.0982,0.0254,0.0002,0.0034,0.0366,0.0002
539869,0.3986,0.431,0.3746,0.4858,0.0002,0.119,0.3264,0.0002
19563,0.2188,0.4904,0.2572,0.0652,0.0,0.0,0.0,0.0
181150,0.2196,0.1074,0.3744,0.4424,0.0002,0.006,0.3518,0.0002
181623,0.2294,0.0482,0.0854,0.2616,0.0004,0.4932,0.0608,0.0034
19566,0.391,0.0494,0.1174,0.4494,0.0002,0.0002,0.0254,0.0002
19567,0.3546,0.2784,0.3582,0.0192,0.0002,0.0,0.0002,0.0002
101020,0.4436,0.191,0.2666,0.4736,0.0,0.0,0.0,0.0
101531,0.3428,0.3572,0.1364,0.2248,0.0,0.0,0.0,0.0
268445,0.2492,0.2426,0.0376,0.3556,0.0,0.0,0.0,0.0
101534,0.187,0.3404,0.431,0.2086,0.0008,0.0,0.1856,0.003
181629,0.092,0.0606,0.2164,0.311,0.158,0.0,0.0022,0.0148
550250,0.4928,0.403,0.095,0.18,0.0,0.0,0.0,0.0
534846,0.201,0.0356,0.176,0.3662,0.0086,0.0,0.0,0.0958
13287,0.0964,0.1752,0.3308,0.3364,0.0002,0.0002,0.0308,0.0002
165822,0.3092,0.3874,0.215,0.0174,0.1108,0.0,0.0344,0.0022
173,0.1402,0.3452,0.3458,0.1096,0.0,0.0,0.0,0.0
139581,0.1678,0.09,0.4848,0.4218,0.0002,0.0,0.036,0.0222
42334,0.264,0.3142,0.0444,0.034,0.0002,0.0,0.0,0.0016
202,0.045,0.1922,0.4648,0.1684,0.0,0.0,0.0,0.0
824990,0.3574,0.2776,0.1634,0.2234,0.0002,0.0146,0.0184,0.0002
824222,0.2212,0.0056,0.1608,0.4754,0.0002,0.0002,0.019,0.0002
20087,0.3568,0.2194,0.291,0.3918,0.0002,0.0002,0.0004,0.0014
557725,0.287,0.1846,0.1228,0.4384,0.0,0.0,0.0,0.0
557726,0.1566,0.1496,0.1532,0.316,0.0,0.0,0.0,0.0
557727,0.2732,0.151,0.2426,0.2496,0.0,0.0,0.0,0.0
557721,0.0434,0.195,0.0436,0.2496,0.0,0.0,0.0,0.0
10397,0.3132,0.1942,0.2576,0.18,0.0,0.0,0.0,0.0
297911,0.4496,0.463,0.4204,0.4034,0.0448,0.0,0.0004,0.0396
278271,0.2348,0.3936,0.4542,0.349,0.0018,0.4344,0.1852,0.0198
297915,0.4122,0.4494,0.4678,0.4026,0.0002,0.1734,0.046,0.0002
6214,0.0362,0.4574,0.0966,0.2092,0.0,0.0,0.0,0.0
568029,0.0618,0.1232,0.0582,0.0382,0.0002,0.0,0.0328,0.0002
568027,0.2762,0.0798,0.318,0.3704,0.104,0.0,0.0,0.3204
269486,0.2206,0.253,0.245,0.329,0.0002,0.0002,0.0002,0.0002
295513,0.0002,0.4044,0.0024,0.3052,0.0244,0.1476,0.023,0.0
6811,0.1566,0.3316,0.3646,0.1898,0.0002,0.068,0.3474,0.0002
6815,0.2144,0.2992,0.0358,0.3098,0.0002,0.0,0.0,0.0224
6814,0.0584,0.1944,0.0536,0.2756,0.0,0.0,0.0,0.0
676727,0.4914,0.1786,0.4628,0.1902,0.0002,0.14,0.3474,0.0002
574259,0.0136,0.3116,0.2674,0.3138,0.0002,0.0002,0.0042,0.0002
551655,0.3692,0.1632,0.2876,0.4676,0.0002,0.0,0.0014,0.0002
8846,0.1034,0.292,0.0142,0.1464,0.1384,0.0,0.0002,0.0
267883,0.1492,0.4694,0.3504,0.3244,0.1176,0.0,0.0,0.0024
267884,0.0388,0.054,0.3728,0.4152,0.0,0.0,0.0,0.0
566734,0.1204,0.4982,0.4062,0.1576,0.0028,0.0,0.0,0.0
27078,0.4936,0.109,0.053,0.032,0.0,0.0,0.0,0.0
137325,0.3642,0.175,0.039,0.1786,0.0,0.0,0.0,0.0
837215,0.1174,0.0246,0.449,0.417,0.0032,0.0,0.0,0.0766
28351,0.4578,0.4278,0.1804,0.2092,0.0002,0.4992,0.3128,0.0002
28350,0.191,0.4066,0.3478,0.3404,0.0068,0.0,0.001,0.0128
566971,0.2526,0.3498,0.455,0.2602,0.0002,0.3118,0.4622,0.001
268461,0.0058,0.3382,0.1172,0.1854,0.0008,0.0146,0.0,0.1008
566973,0.4412,0.3688,0.4886,0.3762,0.0002,0.4376,0.4712,0.0002
566975,0.4458,0.4526,0.2246,0.1544,0.0022,0.3268,0.3138,0.0062
566974,0.3602,0.3644,0.303,0.1752,0.2516,0.0,0.0,0.166
33939,0.0174,0.1422,0.0434,0.1144,0.0,0.384,0.1956,0.0
280510,0.1062,0.054,0.142,0.2062,0.055,0.0,0.016,0.0064
52461,0.127,0.1038,0.3968,0.4142,0.0002,0.0002,0.0006,0.0002
38367,0.3672,0.4472,0.2694,0.125,0.0002,0.0688,0.2884,0.0002
72396,0.2084,0.2774,0.149,0.2826,0.0002,0.0002,0.0002,0.0002
52463,0.1284,0.2066,0.313,0.4904,0.0002,0.0002,0.0002,0.0002
297387,0.327,0.36,0.424,0.0096,0.4088,0.0,0.0,0.0
72398,0.36,0.4492,0.2834,0.4718,0.0002,0.0656,0.4968,0.0002
5615,0.3038,0.0926,0.2454,0.2572,0.0002,0.0002,0.0002,0.0002
183415,0.4444,0.3956,0.3144,0.4422,0.026,0.0,0.034,0.0314
19109,0.2736,0.32,0.1352,0.1302,0.0,0.0,0.0,0.0
19033,0.0228,0.3034,0.0256,0.2224,0.0002,0.0002,0.0002,0.0002
23263,0.39,0.2478,0.4982,0.343,0.0002,0.0012,0.012,0.0002
533646,0.1626,0.0658,0.2024,0.1948,0.0,0.0,0.0,0.0
529983,0.1924,0.0488,0.189,0.1284,0.178,0.0,0.0,0.366
296347,0.354,0.3028,0.4916,0.2638,0.0,0.0,0.0,0.0
296348,0.3166,0.2202,0.3744,0.237,0.0,0.0,0.0,0.0
109279,0.315,0.4716,0.2626,0.4838,0.0942,0.0,0.0016,0.0796
807785,0.3944,0.494,0.2278,0.1868,0.0002,0.1076,0.1068,0.0002
807781,0.2762,0.226,0.1068,0.1024,0.139,0.0,0.0034,0.0586
83515,0.4134,0.1382,0.2672,0.4738,0.0,0.0,0.0,0.0
576085,0.3,0.499,0.0784,0.0826,0.0104,0.0,0.0,0.1706
576086,0.3916,0.4164,0.326,0.483,0.0,0.0,0.0,0.0
576083,0.0104,0.0562,0.0246,0.2218,0.005,0.0,0.0,0.0894
576089,0.1034,0.1964,0.006,0.3338,0.0002,0.2218,0.2248,0.0002
6779,0.4874,0.4996,0.3256,0.343,0.0002,0.0096,0.0596,0.0002
6775,0.0552,0.198,0.3204,0.2082,0.0002,0.1396,0.3862,0.0002
9965,0.4884,0.4038,0.3416,0.244,0.0002,0.0,0.0096,0.0002
9966,0.4714,0.0636,0.3406,0.2896,0.0002,0.0002,0.0002,0.0002
9967,0.4664,0.3372,0.2064,0.0782,0.0002,0.0188,0.117,0.0002
9963,0.4914,0.4706,0.1828,0.2524,0.0002,0.0,0.0,0.0002
557551,0.0414,0.0778,0.4334,0.2386,0.0002,0.0002,0.112,0.0002
576662,0.3524,0.1448,0.4794,0.3086,0.0316,0.0,0.0,0.0838
576663,0.308,0.2826,0.3852,0.4138,0.343,0.0,0.0,0.0002
576665,0.4708,0.1898,0.1234,0.2608,0.0,0.0,0.0,0.0
531127,0.3496,0.2362,0.1724,0.1262,0.2346,0.0,0.0,0.462
51823,0.3922,0.1986,0.0762,0.0752,0.0002,0.0586,0.063,0.0002
51822,0.056,0.1934,0.3222,0.0946,0.0002,0.2384,0.3632,0.0002
255,0.206,0.3906,0.3544,0.186,0.0002,0.0002,0.0002,0.0002
173549,0.4048,0.19,0.0832,0.312,0.0002,0.0,0.088,0.0008
535726,0.0584,0.4786,0.3918,0.1466,0.0002,0.0002,0.0002,0.0002
535727,0.1458,0.2844,0.2002,0.476,0.0172,0.0,0.0,0.3562
546367,0.1288,0.0474,0.2042,0.33,0.3976,0.0,0.0,0.1316
88047,0.4184,0.4522,0.0912,0.1386,0.0002,0.371,0.4222,0.0042
69993,0.1206,0.4038,0.0412,0.4018,0.0002,0.0002,0.0002,0.0002
611742,0.4482,0.176,0.1052,0.2142,0.0038,0.0,0.0036,0.012
152990,0.342,0.4568,0.1786,0.1744,0.0002,0.0,0.1494,0.0012
152446,0.325,0.2552,0.3874,0.4958,0.0002,0.035,0.0858,0.0002
297580,0.0878,0.2152,0.1416,0.2664,0.0,0.0,0.0,0.0
84108,0.0294,0.3762,0.0298,0.4142,0.0,0.0,0.0,0.0
697246,0.4798,0.4958,0.0456,0.167,0.2212,0.0,0.0086,0.2782
2510,0.2702,0.1996,0.4476,0.1568,0.4506,0.0,0.0,0.2236
146654,0.44,0.2516,0.3096,0.2414,0.0002,0.244,0.4146,0.0002
273062,0.4976,0.4988,0.4154,0.4102,0.0,0.0,0.0,0.0
139918,0.397,0.0974,0.497,0.3124,0.0002,0.0002,0.0134,0.0002
5055,0.1768,0.1502,0.2682,0.2904,0.0002,0.0248,0.0018,0.0002
147854,0.0422,0.2738,0.3178,0.217,0.0,0.0,0.0,0.0
575068,0.1018,0.0836,0.2006,0.2528,0.0,0.0,0.0,0.0
575066,0.023,0.3058,0.0138,0.2864,0.0002,0.0342,0.4954,0.0002
575065,0.4736,0.4388,0.4088,0.4776,0.0,0.0,0.0,0.0
281071,0.0802,0.497,0.3662,0.132,0.0354,0.0,0.001,0.0162
575063,0.32,0.151,0.1568,0.0628,0.0244,0.0,0.0,0.009
575061,0.0802,0.0244,0.0256,0.1056,0.0002,0.2216,0.3542,0.0002
679118,0.1788,0.2472,0.4044,0.278,0.0002,0.176,0.4704,0.0002
682398,0.1142,0.0302,0.3802,0.021,0.0002,0.039,0.2716,0.0002
18891,0.2528,0.0852,0.092,0.0738,0.0,0.0,0.0,0.0
285790,0.3844,0.4962,0.287,0.3254,0.0472,0.0,0.0,0.1736
104863,0.4918,0.3782,0.4876,0.363,0.0002,0.3716,0.2454,0.0002
104862,0.461,0.341,0.4638,0.44,0.0002,0.2868,0.1148,0.0002
18895,0.4482,0.1462,0.0956,0.0114,0.3668,0.0,0.0,0.008
18894,0.2876,0.0888,0.4856,0.2904,0.0,0.0,0.0,0.0
18541,0.4252,0.1066,0.3174,0.3482,0.0,0.0,0.0,0.0
528805,0.0084,0.2986,0.023,0.2274,0.0002,0.0002,0.0114,0.3388
164693,0.2634,0.3068,0.4146,0.1976,0.2402,0.0,0.0,0.0908
164697,0.464,0.2128,0.333,0.2202,0.0002,0.0,0.0,0.0004
164694,0.4632,0.1582,0.3638,0.2972,0.0,0.0,0.0,0.0
164698,0.016,0.2908,0.0426,0.2218,0.0,0.0,0.0,0.0
530747,0.3402,0.443,0.4882,0.3136,0.0,0.0,0.0,0.0002
534670,0.3492,0.4522,0.3734,0.4658,0.0,0.0,0.0,0.0
18092,0.2512,0.3828,0.3504,0.1444,0.0,0.0,0.0,0.0
18091,0.0938,0.3826,0.3928,0.1308,0.0808,0.0,0.0,0.003
18090,0.0294,0.2154,0.0012,0.2958,0.0002,0.0002,0.0002,0.0002
543453,0.3418,0.1166,0.277,0.1778,0.0002,0.0,0.0078,0.0002
18095,0.1044,0.1692,0.324,0.1126,0.0002,0.0,0.0,0.0002
18094,0.4468,0.4484,0.0888,0.155,0.1222,0.0,0.0,0.0514
27802,0.2884,0.2492,0.202,0.2336,0.0,0.0,0.0,0.0
530605,0.191,0.1548,0.4696,0.4718,0.0,0.0,0.0,0.0
72895,0.1594,0.2188,0.3294,0.0474,0.0002,0.2316,0.2476,0.0002
156631,0.4994,0.358,0.197,0.3312,0.3678,0.0,0.0064,0.1348
83631,0.4904,0.2592,0.315,0.475,0.0002,0.0,0.0822,0.0002
83630,0.1112,0.3382,0.241,0.4478,0.09,0.0,0.0,0.2366
156638,0.0672,0.4964,0.0472,0.0378,0.093,0.0,0.4952,0.0182
828259,0.3346,0.4316,0.3192,0.4576,0.0654,0.0,0.0,0.1832
137663,0.479,0.424,0.445,0.3084,0.0076,0.0,0.0002,0.0046
72095,0.2822,0.3566,0.3394,0.4764,0.0002,0.3248,0.2774,0.0002
72094,0.208,0.1736,0.2704,0.341,0.0002,0.2138,0.4178,0.0002
272557,0.0224,0.1088,0.4904,0.1674,0.2474,0.0,0.0,0.0
72092,0.3004,0.0116,0.1022,0.2824,0.0002,0.134,0.3914,0.0002
72091,0.4316,0.3402,0.4202,0.4052,0.0002,0.2624,0.4442,0.0002
695003,0.0382,0.2866,0.232,0.0244,0.3674,0.0,0.0382,0.012
557470,0.1098,0.2706,0.01,0.0364,0.0,0.0,0.0,0.0
695005,0.3368,0.0116,0.0356,0.4444,0.0002,0.4902,0.2636,0.0002
71773,0.2294,0.0186,0.44,0.18,0.1182,0.0,0.0,0.0072
76206,0.3446,0.1882,0.4678,0.441,0.0002,0.0,0.011,0.0122
76207,0.404,0.2112,0.3752,0.4392,0.1078,0.0,0.0,0.1498
34539,0.433,0.0552,0.4086,0.2144,0.0002,0.0,0.0,0.001
532937,0.4254,0.1356,0.2774,0.342,0.2492,0.0,0.0344,0.425
8526,0.0012,0.4188,0.0184,0.1536,0.0,0.0,0.0,0.0
34535,0.2556,0.069,0.2012,0.1372,0.0002,0.0002,0.0002,0.0002
541326,0.3954,0.4364,0.354,0.339,0.0,0.0,0.0,0.0
26606,0.1862,0.3204,0.3016,0.294,0.0002,0.0232,0.1368,0.0002
541320,0.0558,0.4094,0.3686,0.0804,0.0,0.0002,0.0002,0.0
139935,0.4254,0.442,0.0058,0.0036,0.4986,0.0,0.0,0.0052
17069,0.2692,0.2836,0.0772,0.1012,0.0,0.0,0.0,0.0
144365,0.4698,0.051,0.4026,0.2614,0.0002,0.1408,0.3976,0.0002
144366,0.329,0.3252,0.4938,0.2858,0.0002,0.0002,0.0002,0.0002
103919,0.1978,0.1176,0.122,0.2624,0.0002,0.4996,0.4076,0.0018
267694,0.4792,0.3542,0.3186,0.4006,0.0002,0.016,0.0126,0.0002
267692,0.064,0.308,0.5,0.1254,0.0002,0.1128,0.1188,0.0008
267691,0.0644,0.3662,0.1094,0.3098,0.0002,0.0002,0.0002,0.0002
158173,0.1202,0.2492,0.3864,0.192,0.1562,0.0,0.0,0.0884
158174,0.1612,0.1412,0.194,0.0168,0.0002,0.1822,0.1798,0.0002
158175,0.2926,0.4854,0.4238,0.3084,0.0612,0.0008,0.2516,0.0014
154845,0.0282,0.498,0.1862,0.0334,0.0002,0.0016,0.0004,0.1702
154846,0.141,0.0258,0.3982,0.427,0.0002,0.108,0.2682,0.0002
299982,0.1776,0.1056,0.194,0.2402,0.0042,0.0,0.0002,0.1914
297966,0.25,0.3848,0.4338,0.1318,0.1796,0.0,0.0004,0.0792
559189,0.1952,0.135,0.3718,0.3762,0.0014,0.0014,0.08,0.0944
559180,0.4236,0.03,0.2496,0.1602,0.0002,0.0016,0.0254,0.0002
559187,0.0008,0.467,0.0994,0.0638,0.0002,0.0002,0.0002,0.0018
150107,0.0094,0.3448,0.004,0.4138,0.0002,0.0002,0.0014,0.0002
303966,0.4246,0.3662,0.1712,0.4596,0.0064,0.0,0.0,0.0008
174807,0.4202,0.3686,0.1962,0.0424,0.0144,0.001,0.0002,0.0136
551514,0.1136,0.2522,0.0572,0.2396,0.252,0.0,0.0,0.0638
170471,0.23,0.2152,0.463,0.236,0.0002,0.0008,0.1752,0.0002
533189,0.2016,0.0038,0.1782,0.0762,0.0006,0.0,0.039,0.0112
5869,0.142,0.4036,0.174,0.4894,0.0002,0.006,0.1012,0.0002
266925,0.1706,0.4864,0.4512,0.2326,0.0,0.0,0.0,0.0
533181,0.1322,0.4178,0.1822,0.4622,0.0,0.0,0.0,0.0
5863,0.3774,0.3316,0.4728,0.4954,0.0002,0.0002,0.0002,0.0002
281241,0.1578,0.0692,0.3308,0.4292,0.0002,0.0002,0.0002,0.0002
551662,0.0582,0.0864,0.0192,0.0082,0.0002,0.0056,0.4694,0.0002
