Motif,NL/AD,NL/MCI,MCI/CONV,AD/CONV,NL/ER(NL),NL/DD(NL),AD/DD(AD),AD/ER(AD)
292,0.2732,0.39,0.2624,0.4752,0.0002,0.0002,0.0016,0.0002
863,0.3582,0.3882,0.341,0.2986,0.0102,0.0,0.0004,0.0188
291,0.3004,0.3726,0.0524,0.1316,0.0002,0.0002,0.0002,0.0002
591,0.4702,0.4578,0.3794,0.3366,0.0002,0.0002,0.0002,0.0002
590,0.4364,0.435,0.2288,0.3298,0.0002,0.0002,0.0002,0.0002
319,0.3498,0.2604,0.269,0.2676,0.0002,0.3038,0.2914,0.0002
1327,0.423,0.1112,0.2282,0.0048,0.0,0.0,0.0,0.0
303,0.3854,0.0974,0.1472,0.0414,0.0,0.0,0.0,0.0
311,0.2558,0.2212,0.403,0.406,0.0002,0.025,0.131,0.0002
310,0.2052,0.122,0.0242,0.408,0.0002,0.0002,0.0002,0.0002
191,0.425,0.3684,0.3764,0.4014,0.0002,0.2058,0.2582,0.0002
1126,0.0002,0.2856,0.069,0.0332,0.0,0.0,0.0,0.0
2478,0.2624,0.0364,0.4728,0.2836,0.0,0.0,0.0,0.0
270,0.3268,0.4246,0.0846,0.151,0.0002,0.0002,0.0002,0.0002
271,0.0132,0.3086,0.2796,0.1008,0.3998,0.0,0.0,0.0004
111,0.3996,0.4394,0.306,0.3684,0.0518,0.0,0.0,0.0834
275,0.48,0.47,0.195,0.2522,0.0002,0.0002,0.0002,0.0002
278,0.1774,0.0462,0.0206,0.4382,0.0,0.0,0.0,0.0
279,0.2868,0.1302,0.2736,0.1644,0.0,0.0,0.0,0.0
223,0.4802,0.1364,0.4172,0.2754,0.0002,0.229,0.4264,0.0002
86,0.0714,0.1702,0.0064,0.4556,0.0,0.0,0.0,0.0
2303,0.383,0.1444,0.4652,0.3354,0.0002,0.2018,0.2736,0.0002
179,0.4814,0.0498,0.3346,0.173,0.072,0.0,0.0,0.0752
7,0.1276,0.3614,0.2714,0.0688,0.0002,0.0002,0.0028,0.0002
367,0.3348,0.2088,0.349,0.4754,0.0002,0.1986,0.408,0.0002
2267,0.1916,0.0542,0.3536,0.2494,0.0002,0.3076,0.3484,0.0002
427,0.1252,0.3086,0.1536,0.4418,0.2026,0.0,0.0,0.0
309,0.475,0.0322,0.2274,0.1314,0.0,0.0,0.0,0.0
2283,0.1072,0.089,0.3684,0.3338,0.0006,0.0,0.0,0.1168
1133,0.1438,0.11,0.4048,0.4104,0.0002,0.0,0.0006,0.0006
301,0.0672,0.0594,0.191,0.2928,0.0,0.0,0.0,0.0
1131,0.1158,0.4694,0.0066,0.2994,0.149,0.0,0.0,0.002
2935,0.1546,0.0138,0.2806,0.4302,0.0002,0.2046,0.2606,0.0002
447,0.394,0.1274,0.4652,0.3378,0.0002,0.0022,0.007,0.0002
2285,0.02,0.0948,0.2374,0.4932,0.0002,0.0002,0.0088,0.0002
1135,0.4764,0.4132,0.171,0.1422,0.0036,0.0,0.0,0.0066
2287,0.2812,0.3052,0.4216,0.153,0.0002,0.0,0.0006,0.0002
47,0.2682,0.308,0.3688,0.2388,0.0002,0.0018,0.1406,0.0002
102,0.0126,0.4252,0.0992,0.0934,0.0,0.0,0.0,0.0
3310,0.239,0.456,0.034,0.034,0.0196,0.0,0.0,0.224
307,0.2444,0.1058,0.2574,0.4228,0.1536,0.0,0.0,0.3998
39,0.088,0.4386,0.4186,0.122,0.0,0.0,0.0,0.0
38,0.0062,0.167,0.1184,0.2962,0.0,0.0,0.0,0.0
2271,0.238,0.186,0.4384,0.3702,0.0002,0.0,0.0028,0.027
2229,0.2954,0.0532,0.2552,0.192,0.1744,0.0,0.0,0.4264
3502,0.2346,0.37,0.19,0.3974,0.0002,0.0,0.0,0.0648
438,0.429,0.0346,0.228,0.2594,0.0002,0.0012,0.0072,0.0002
439,0.4504,0.082,0.3082,0.2562,0.0002,0.0002,0.0002,0.0002
2165,0.0188,0.4642,0.241,0.094,0.0002,0.0,0.0,0.4772
3435,0.2918,0.27,0.1134,0.3312,0.0002,0.0002,0.0002,0.0002
2167,0.2708,0.4572,0.112,0.3142,0.0002,0.0002,0.0002,0.0002
299,0.0004,0.3428,0.0002,0.4788,0.0008,0.0006,0.0,0.001
430,0.472,0.2202,0.4996,0.2504,0.0,0.0,0.0,0.0
431,0.4352,0.0802,0.2734,0.2714,0.0002,0.056,0.2054,0.0002
623,0.2574,0.373,0.3694,0.3722,0.0002,0.0042,0.4574,0.0002
2477,0.0806,0.0366,0.3748,0.3398,0.0002,0.0002,0.0002,0.0002
2459,0.2352,0.2548,0.4766,0.4364,0.0128,0.0,0.0,0.0
2293,0.2744,0.3,0.4668,0.461,0.0002,0.0,0.0008,0.0006
2291,0.327,0.221,0.4372,0.4078,0.0004,0.0,0.0,0.0258
2475,0.2732,0.2144,0.4722,0.4894,0.3192,0.0,0.0,0.2618
2295,0.3428,0.1784,0.3402,0.4908,0.0002,0.362,0.4524,0.0002
2294,0.1098,0.4602,0.0226,0.299,0.0002,0.0002,0.0002,0.0002
2190,0.0796,0.3986,0.4634,0.0592,0.0002,0.0002,0.0002,0.0002
2191,0.2892,0.2556,0.0894,0.1506,0.0,0.0,0.0,0.0
2193,0.2152,0.236,0.4118,0.3688,0.0002,0.0002,0.0012,0.0002
2194,0.3966,0.3224,0.383,0.364,0.0002,0.0002,0.0026,0.0002
2196,0.004,0.2552,0.3042,0.0846,0.0002,0.0002,0.0002,0.1488
175,0.4938,0.1376,0.2906,0.3318,0.1918,0.0,0.0,0.2424
174,0.1402,0.3828,0.1114,0.4124,0.0,0.0,0.0,0.0
173,0.4398,0.2232,0.4958,0.25,0.3516,0.0,0.0,0.2682
629,0.204,0.4324,0.2546,0.4488,0.0002,0.144,0.1992,0.0002
171,0.0064,0.3482,0.0058,0.4334,0.0002,0.0002,0.0002,0.0002
255,0.3784,0.1534,0.4334,0.2796,0.0002,0.0864,0.089,0.0002
2203,0.2682,0.259,0.3654,0.3618,0.0,0.0,0.0,0.0
2205,0.0324,0.479,0.0094,0.3696,0.006,0.0,0.0,0.0
3455,0.3372,0.118,0.2344,0.4256,0.0002,0.0862,0.2726,0.0002
3511,0.2504,0.0864,0.379,0.236,0.0002,0.0002,0.0016,0.0002
3510,0.1982,0.0268,0.3864,0.38,0.0002,0.002,0.2018,0.0002
182,0.013,0.3678,0.0952,0.2234,0.0002,0.0002,0.0002,0.0002
183,0.4458,0.0466,0.3186,0.2152,0.0002,0.0002,0.0234,0.0002
181,0.254,0.4786,0.2214,0.1084,0.0,0.0,0.0,0.0
735,0.3764,0.1158,0.3688,0.3462,0.0002,0.0076,0.0784,0.001
2367,0.0868,0.3742,0.3414,0.251,0.0002,0.1842,0.0,0.0154
78,0.007,0.4272,0.02,0.3936,0.0002,0.0002,0.0002,0.0002
631,0.3372,0.4128,0.3394,0.2586,0.0002,0.0002,0.0002,0.0002
1215,0.4466,0.381,0.487,0.3178,0.0002,0.4362,0.3778,0.0002
2423,0.3672,0.3762,0.2414,0.0188,0.0002,0.0,0.0,0.0002
2479,0.151,0.1338,0.3568,0.3948,0.0002,0.0112,0.0092,0.0002
164,0.1526,0.266,0.1068,0.3194,0.0002,0.0002,0.0002,0.0946
166,0.0412,0.343,0.2974,0.0698,0.0,0.0,0.0,0.0
2188,0.0262,0.3662,0.2082,0.0832,0.0,0.0002,0.0072,0.0
95,0.4754,0.3556,0.4082,0.2852,0.0002,0.0,0.0472,0.0002
161,0.4036,0.377,0.372,0.393,0.0,0.0062,0.0304,0.0
162,0.4022,0.2656,0.26,0.1192,0.0,0.0164,0.0398,0.0
2212,0.0964,0.3584,0.4854,0.058,0.0,0.0002,0.0078,0.0
15,0.06,0.459,0.0248,0.4264,0.0002,0.0002,0.0146,0.0002
14,0.4744,0.223,0.4774,0.3012,0.0,0.0024,0.0648,0.0
2215,0.085,0.4186,0.0368,0.0062,0.0,0.0,0.0,0.0
2214,0.1036,0.4998,0.3068,0.2712,0.0,0.0,0.0,0.0
2219,0.0024,0.3958,0.0336,0.2728,0.0002,0.0906,0.4096,0.0002
3446,0.2968,0.1836,0.263,0.3718,0.0002,0.0004,0.0166,0.0002
2159,0.3258,0.485,0.132,0.0452,0.0978,0.0,0.0,0.3518
2358,0.2844,0.0808,0.465,0.3484,0.0002,0.0002,0.0002,0.0002
2359,0.0852,0.1616,0.3044,0.438,0.0002,0.411,0.0836,0.0002
1102,0.0024,0.3026,0.0086,0.1654,0.0002,0.0002,0.0002,0.0002
2351,0.179,0.1766,0.137,0.2422,0.0,0.0,0.0,0.0
2357,0.0948,0.1126,0.2146,0.277,0.0044,0.0,0.0,0.3706
151,0.0932,0.0746,0.4322,0.3744,0.0,0.0,0.0,0.0
150,0.0104,0.363,0.0334,0.2096,0.0,0.0,0.0,0.0
1166,0.0264,0.3572,0.076,0.2428,0.0002,0.0002,0.0002,0.0002
157,0.0052,0.38,0.0002,0.2998,0.1738,0.0,0.0,0.0028
2991,0.4692,0.219,0.4736,0.297,0.0002,0.0,0.0168,0.0002
1205,0.2694,0.0294,0.3042,0.2158,0.005,0.0,0.0012,0.0674
158,0.0354,0.3366,0.1058,0.238,0.0046,0.0,0.0,0.0
1207,0.4628,0.0568,0.4142,0.1862,0.0002,0.4986,0.4974,0.0002
1206,0.1044,0.2098,0.0622,0.333,0.0002,0.0002,0.0002,0.0002
927,0.3014,0.4604,0.4372,0.2844,0.0002,0.0328,0.1264,0.0002
959,0.47,0.0478,0.2354,0.2796,0.0002,0.0068,0.0988,0.0002
2347,0.0086,0.349,0.0318,0.317,0.0462,0.0,0.0,0.0
2135,0.217,0.1386,0.2346,0.2346,0.0472,0.0,0.0,0.0034
2343,0.4318,0.1294,0.2832,0.1302,0.0,0.0,0.0,0.0
2342,0.4354,0.0292,0.4782,0.1406,0.0002,0.0,0.0164,0.0002
63,0.2858,0.4204,0.4164,0.2126,0.0002,0.0002,0.0002,0.0002
1190,0.042,0.2394,0.0692,0.4236,0.0078,0.0,0.0016,0.2278
1195,0.0954,0.3798,0.027,0.334,0.0002,0.2734,0.2544,0.0002
43,0.0348,0.3992,0.0314,0.4128,0.0002,0.0002,0.007,0.0002
1197,0.418,0.1608,0.34,0.4542,0.0002,0.0,0.0326,0.0002
2221,0.1016,0.359,0.2102,0.4928,0.0002,0.0,0.0146,0.0026
1117,0.096,0.4824,0.1726,0.3216,0.0002,0.0002,0.0002,0.0002
1279,0.4856,0.3266,0.3002,0.1732,0.0002,0.0822,0.1804,0.0002
142,0.1442,0.1984,0.1884,0.1604,0.0,0.0002,0.0148,0.0
143,0.3334,0.0678,0.0068,0.2794,0.0002,0.0,0.0,0.0002
614,0.1264,0.4816,0.064,0.404,0.1912,0.0,0.0,0.2198
511,0.4568,0.1152,0.435,0.2316,0.0002,0.0002,0.0002,0.0002
1199,0.4926,0.286,0.1802,0.0608,0.4528,0.0,0.0,0.307
79,0.0456,0.3802,0.0492,0.4092,0.0002,0.0002,0.0002,0.0002
2975,0.4302,0.472,0.429,0.3642,0.0002,0.0002,0.0336,0.0002
2239,0.4734,0.3924,0.2214,0.2032,0.0002,0.0,0.0002,0.0002
435,0.0624,0.032,0.3248,0.3606,0.0002,0.2866,0.1156,0.0002
3438,0.4014,0.0526,0.3744,0.338,0.0002,0.0282,0.2924,0.0002
2127,0.4362,0.472,0.1792,0.337,0.0002,0.3414,0.4736,0.0002
2126,0.4128,0.377,0.4356,0.4528,0.0002,0.0002,0.0002,0.0002
2231,0.4002,0.0102,0.4896,0.0474,0.0002,0.0706,0.231,0.0002
2230,0.3074,0.3216,0.1638,0.3112,0.0002,0.0002,0.0002,0.0002
879,0.4594,0.4524,0.442,0.4608,0.0002,0.2132,0.4728,0.0002
943,0.3468,0.2216,0.339,0.3206,0.0002,0.4608,0.362,0.0002
951,0.3582,0.1706,0.1394,0.1602,0.0002,0.0002,0.0002,0.0002
1471,0.4832,0.3812,0.4678,0.3942,0.0002,0.4966,0.4996,0.0002
2163,0.0824,0.0138,0.4938,0.394,0.0,0.0,0.0,0.0
351,0.4872,0.4294,0.1514,0.1372,0.0002,0.0,0.0,0.0002
2227,0.2894,0.0142,0.4804,0.0696,0.0706,0.0,0.0,0.0956
687,0.3682,0.0772,0.0792,0.2988,0.0002,0.0,0.0002,0.0016
806,0.2896,0.3518,0.0528,0.3488,0.0056,0.0,0.0,0.0042
