Motif,NL/AD,NL/MCI,MCI/CONV,AD/CONV,NL/ER(NL),NL/DD(NL),AD/DD(AD),AD/ER(AD)
51881,0.0668,0.3938,0.034,0.4564,0.0002,0.0226,0.1588,0.0002
575082,0.0278,0.2634,0.0788,0.168,0.0002,0.0,0.0476,0.0002
575084,0.0298,0.3842,0.2428,0.1714,0.0552,0.0,0.0,0.0086
575087,0.3128,0.162,0.1004,0.0824,0.0002,0.0,0.0,0.0002
575086,0.1842,0.2566,0.3236,0.4594,0.0002,0.0,0.0,0.0002
371406,0.0436,0.4874,0.3148,0.1224,0.0002,0.0226,0.239,0.0002
4479,0.1724,0.3288,0.2398,0.2532,0.0002,0.0472,0.192,0.0002
25467,0.0252,0.1138,0.1366,0.4926,0.0002,0.0,0.0,0.0002
547927,0.0878,0.066,0.4818,0.4244,0.1424,0.0,0.0,0.0016
25469,0.0962,0.4126,0.027,0.34,0.0002,0.0,0.0,0.0358
74143,0.019,0.3992,0.2252,0.2072,0.0,0.0,0.0,0.1036
74142,0.0062,0.3074,0.4928,0.061,0.0102,0.1924,0.1822,0.0234
74141,0.1736,0.1186,0.0918,0.1592,0.1208,0.0,0.0006,0.002
82846,0.1306,0.1302,0.4062,0.3502,0.0,0.0,0.0,0.0818
82844,0.0144,0.4588,0.0904,0.1026,0.0,0.021,0.0016,0.0
82843,0.1968,0.289,0.4536,0.155,0.2978,0.0,0.0,0.2674
558062,0.2586,0.4338,0.4192,0.417,0.0002,0.0002,0.0002,0.0002
558063,0.2086,0.4848,0.1944,0.3538,0.0002,0.0016,0.1712,0.0002
2462,0.0012,0.4446,0.0012,0.251,0.0002,0.4706,0.4314,0.0002
558061,0.0174,0.2672,0.2354,0.1062,0.0002,0.078,0.0,0.034
274142,0.132,0.3144,0.1162,0.3302,0.0864,0.0,0.0002,0.0152
274141,0.174,0.2648,0.25,0.2492,0.0002,0.0002,0.0002,0.0002
539294,0.0322,0.1332,0.0888,0.0002,0.0442,0.0,0.0,0.1038
99263,0.3566,0.3118,0.4838,0.2184,0.0774,0.0,0.0,0.0464
16871,0.233,0.4934,0.2602,0.4692,0.0436,0.0,0.0,0.0006
16877,0.008,0.2208,0.198,0.1384,0.0002,0.0434,0.0136,0.0002
278828,0.0014,0.3572,0.0048,0.13,0.0132,0.0002,0.0002,0.0002
16875,0.0006,0.324,0.3736,0.0078,0.4892,0.0,0.0,0.0002
16879,0.2978,0.3594,0.069,0.2758,0.0002,0.0002,0.0002,0.0002
42619,0.467,0.1528,0.3116,0.3062,0.0002,0.0,0.0,0.0002
6317,0.0284,0.4316,0.286,0.0356,0.0,0.0002,0.0,0.0
547391,0.3722,0.468,0.3172,0.3304,0.0286,0.0,0.0004,0.0082
42615,0.0138,0.0178,0.4584,0.2992,0.0002,0.0002,0.3092,0.0002
10439,0.1858,0.0206,0.0382,0.1786,0.0,0.0,0.0,0.0
9309,0.2886,0.4402,0.4684,0.3352,0.0,0.0,0.0,0.0
248270,0.1894,0.4108,0.3574,0.2192,0.0002,0.0126,0.1012,0.0002
107422,0.114,0.3006,0.0402,0.3374,0.1362,0.0,0.0,0.2618
142047,0.2138,0.2266,0.498,0.4342,0.0002,0.2518,0.0,0.0002
142046,0.1108,0.148,0.0956,0.2538,0.0002,0.3866,0.3684,0.0002
568526,0.04,0.0596,0.4544,0.386,0.0002,0.026,0.0162,0.0002
566767,0.4498,0.2976,0.126,0.2548,0.0038,0.0,0.0004,0.0042
142043,0.0692,0.287,0.4752,0.168,0.1724,0.0,0.0,0.0074
18879,0.097,0.1562,0.236,0.4946,0.0002,0.0498,0.0,0.0002
149099,0.3778,0.3578,0.0936,0.0926,0.2566,0.0,0.0,0.4424
85150,0.4004,0.0228,0.1732,0.2672,0.0002,0.0004,0.053,0.0002
85151,0.2558,0.2518,0.279,0.191,0.4866,0.0,0.0,0.0022
1643,0.0176,0.283,0.1494,0.2582,0.0002,0.3174,0.2012,0.0002
138446,0.0232,0.3924,0.0262,0.4696,0.0002,0.0002,0.0002,0.0002
211406,0.0942,0.4666,0.3382,0.207,0.0002,0.3922,0.2404,0.0002
169710,0.2206,0.2168,0.337,0.1306,0.0002,0.2028,0.237,0.0002
314062,0.2412,0.4462,0.4742,0.2674,0.0002,0.0,0.0,0.0002
137711,0.1452,0.3526,0.3862,0.2198,0.0002,0.3664,0.464,0.0002
573,0.2206,0.2318,0.22,0.0132,0.0062,0.0312,0.0008,0.1446
572,0.0006,0.2938,0.0614,0.0294,0.0,0.0002,0.0002,0.0986
575,0.4482,0.329,0.0882,0.2702,0.001,0.0,0.0,0.1352
574,0.0152,0.1604,0.4162,0.0786,0.0,0.0012,0.0018,0.152
601,0.0026,0.422,0.0866,0.046,0.0,0.0,0.0,0.0
5435,0.1764,0.1124,0.1574,0.2164,0.0006,0.003,0.018,0.0006
5438,0.2792,0.0574,0.3756,0.0918,0.0426,0.0,0.0,0.0226
5439,0.2276,0.2824,0.289,0.2432,0.0028,0.0,0.0,0.002
34222,0.0894,0.304,0.4284,0.1068,0.0002,0.0,0.0,0.0002
164762,0.2218,0.0958,0.4146,0.4126,0.0,0.0,0.0,0.0
76734,0.195,0.3836,0.1592,0.1314,0.0016,0.0,0.0,0.035
164761,0.3308,0.33,0.3782,0.3502,0.0002,0.0,0.0,0.0002
164766,0.16,0.017,0.3398,0.4204,0.0,0.0,0.0,0.0
529001,0.0004,0.2302,0.0282,0.1918,0.0,0.0008,0.0024,0.0
164764,0.354,0.1064,0.0634,0.2946,0.076,0.0,0.0,0.1186
35179,0.3532,0.3138,0.2432,0.0512,0.0,0.0,0.0,0.0
35175,0.0154,0.3512,0.1038,0.0498,0.0002,0.0002,0.0002,0.0002
18123,0.0968,0.2464,0.3588,0.3402,0.0,0.0,0.0,0.0
18122,0.475,0.3564,0.469,0.3318,0.0,0.0,0.0,0.0
18121,0.198,0.3698,0.0982,0.4312,0.0,0.0,0.0,0.0
18127,0.3514,0.2794,0.1688,0.4778,0.0002,0.0,0.0,0.0002
18126,0.2672,0.174,0.1144,0.1686,0.4964,0.0,0.0,0.0368
280924,0.0488,0.1956,0.063,0.1846,0.3436,0.0372,0.0808,0.007
72927,0.0472,0.3892,0.4934,0.0932,0.0002,0.0824,0.304,0.0002
72299,0.042,0.2406,0.036,0.1808,0.0002,0.0002,0.0002,0.0002
183518,0.1426,0.0448,0.0952,0.0866,0.0002,0.0002,0.0002,0.0002
183519,0.0738,0.228,0.2814,0.1146,0.004,0.0,0.0086,0.0042
183517,0.4656,0.2046,0.1718,0.4496,0.005,0.0,0.0,0.0202
8582,0.0,0.0992,0.0046,0.2642,0.0,0.0192,0.0004,0.0
183511,0.369,0.3484,0.3964,0.2914,0.0354,0.0,0.0,0.0068
282079,0.0582,0.263,0.3836,0.4168,0.0002,0.23,0.1396,0.0002
35311,0.3198,0.2408,0.1146,0.4722,0.0002,0.0,0.0,0.0002
541256,0.0002,0.3368,0.0014,0.4404,0.0,0.0822,0.007,0.0
541252,0.0042,0.401,0.005,0.2272,0.0,0.0018,0.0004,0.0
289755,0.1814,0.4356,0.4026,0.2948,0.0002,0.1134,0.4478,0.0002
541250,0.0024,0.4094,0.0028,0.463,0.0,0.0366,0.0054,0.0
136041,0.058,0.1126,0.026,0.1206,0.0,0.3678,0.3486,0.049
136042,0.0,0.1942,0.0488,0.0652,0.0,0.0,0.0298,0.0
5887,0.2186,0.1554,0.31,0.0404,0.0002,0.0,0.1118,0.0002
830047,0.1532,0.2274,0.2514,0.3482,0.0002,0.0002,0.4972,0.0002
89294,0.061,0.369,0.1544,0.338,0.0002,0.0466,0.0048,0.0002
181918,0.0638,0.078,0.4236,0.008,0.0002,0.3574,0.217,0.0002
6555,0.0208,0.3044,0.061,0.2548,0.0002,0.0906,0.0012,0.0002
6551,0.2704,0.274,0.417,0.2514,0.0002,0.0002,0.0002,0.0002
6558,0.2586,0.496,0.3386,0.4424,0.0002,0.0,0.0022,0.0002
6559,0.2408,0.3942,0.3346,0.475,0.0002,0.152,0.4482,0.0002
27742,0.4148,0.4856,0.0268,0.0774,0.0002,0.0,0.0,0.0002
279468,0.0358,0.1168,0.191,0.0028,0.0638,0.0328,0.0706,0.0582
279466,0.0898,0.4336,0.4392,0.1848,0.0002,0.0002,0.0002,0.0002
279467,0.3456,0.3466,0.3524,0.2422,0.0002,0.0,0.0082,0.0002
279465,0.1558,0.4332,0.4616,0.1538,0.0002,0.3292,0.4352,0.0002
279462,0.1076,0.371,0.1258,0.304,0.0042,0.2492,0.4138,0.2808
279461,0.0022,0.4978,0.0242,0.1512,0.0068,0.0154,0.0392,0.0112
248478,0.222,0.3276,0.0514,0.3202,0.0002,0.4904,0.204,0.0002
72431,0.0494,0.1694,0.2782,0.0806,0.0002,0.0002,0.0002,0.0002
72430,0.0862,0.191,0.0888,0.0476,0.0002,0.0002,0.0002,0.0002
812702,0.3982,0.1282,0.3374,0.3372,0.0002,0.004,0.0058,0.0002
173038,0.2816,0.3768,0.4942,0.2746,0.0002,0.0002,0.0032,0.0002
173039,0.333,0.4712,0.4132,0.3666,0.0002,0.223,0.0242,0.0002
27290,0.279,0.3812,0.3788,0.4254,0.153,0.0,0.0,0.4836
173037,0.1414,0.391,0.3636,0.1416,0.0002,0.0012,0.0,0.0002
9886,0.0282,0.4952,0.3766,0.0812,0.1852,0.0,0.0458,0.0376
551359,0.3076,0.1214,0.1374,0.3064,0.0002,0.179,0.0516,0.0002
279209,0.326,0.1576,0.136,0.2632,0.1544,0.0,0.0,0.2922
574327,0.4298,0.3906,0.0964,0.1046,0.0002,0.0056,0.0166,0.0014
74554,0.0846,0.2376,0.3056,0.4938,0.0,0.0,0.0,0.0004
297407,0.3862,0.4822,0.2198,0.486,0.0524,0.2412,0.0,0.1058
566222,0.0608,0.4858,0.4042,0.1586,0.003,0.0002,0.0682,0.0002
576219,0.249,0.1514,0.0824,0.3282,0.06,0.0,0.0,0.0312
576749,0.023,0.17,0.3848,0.3462,0.0002,0.0002,0.0032,0.0002
576747,0.159,0.1854,0.308,0.2748,0.0002,0.0034,0.0574,0.0002
42446,0.0748,0.2912,0.2992,0.3236,0.0002,0.0,0.0,0.0002
576743,0.1736,0.3302,0.3548,0.2404,0.0002,0.0166,0.0406,0.0002
273007,0.1148,0.0424,0.1254,0.1562,0.1582,0.0,0.0,0.057
273004,0.0938,0.0318,0.078,0.0186,0.0,0.0,0.0,0.0
273002,0.467,0.4424,0.4232,0.3554,0.014,0.0,0.0,0.03
273001,0.0152,0.4544,0.215,0.0948,0.0002,0.144,0.0742,0.0002
546206,0.3056,0.476,0.3682,0.3424,0.259,0.0,0.0,0.2748
10958,0.1942,0.3284,0.4324,0.4274,0.0002,0.0,0.0,0.0002
100779,0.4564,0.4094,0.2846,0.2894,0.0072,0.0,0.0,0.0392
100991,0.2054,0.2094,0.4934,0.1304,0.0002,0.0022,0.4894,0.0002
100990,0.2228,0.0482,0.2888,0.4166,0.0924,0.0,0.0,0.4622
281259,0.07,0.1374,0.2786,0.1444,0.0002,0.1844,0.302,0.0002
150703,0.3034,0.095,0.3388,0.0244,0.006,0.0,0.0,0.0024
150702,0.0364,0.4694,0.2944,0.1492,0.0002,0.289,0.06,0.0002
28343,0.1316,0.2034,0.415,0.459,0.0002,0.023,0.0192,0.0002
829159,0.2802,0.4682,0.4846,0.3488,0.0002,0.0,0.1338,0.0002
25581,0.001,0.2404,0.0186,0.1652,0.0002,0.0,0.0,0.0186
25583,0.066,0.3702,0.0108,0.3726,0.0002,0.1398,0.4648,0.0002
951,0.0006,0.0338,0.1108,0.3772,0.0002,0.0014,0.0,0.0002
2255,0.0006,0.3036,0.1224,0.1712,0.0002,0.0,0.0,0.0002
2254,0.0002,0.194,0.042,0.0236,0.0002,0.0,0.0,0.0002
558651,0.2108,0.466,0.2992,0.1184,0.0,0.0,0.0,0.0
2252,0.004,0.2468,0.0842,0.015,0.0002,0.053,0.4678,0.0002
2251,0.0014,0.1622,0.0192,0.4602,0.0,0.0,0.0,0.0
2250,0.0168,0.39,0.0938,0.1876,0.0,0.0,0.0,0.0
103790,0.164,0.133,0.2762,0.3668,0.0002,0.0,0.0,0.0002
418795,0.4958,0.168,0.2912,0.4228,0.0002,0.0,0.0064,0.0002
21358,0.245,0.1174,0.1676,0.3046,0.0002,0.0,0.0064,0.0072
135829,0.0494,0.493,0.2968,0.1458,0.0,0.0,0.0048,0.0002
158430,0.0232,0.2724,0.4646,0.1894,0.1874,0.0,0.4554,0.0002
72300,0.1194,0.4842,0.4838,0.1186,0.0,0.0006,0.0,0.0
2781,0.0002,0.228,0.0008,0.1104,0.0002,0.2138,0.2014,0.0002
4805,0.0,0.3112,0.0144,0.1086,0.0,0.0,0.0,0.0
2783,0.0238,0.3062,0.0054,0.324,0.0002,0.0,0.0432,0.0002
2782,0.0208,0.1892,0.0986,0.3818,0.0002,0.0,0.0,0.0002
670414,0.2818,0.2736,0.1272,0.0134,0.0138,0.0,0.0036,0.0004
41934,0.3678,0.195,0.1272,0.0286,0.0002,0.0158,0.185,0.0002
2079,0.0024,0.4926,0.2246,0.0092,0.0006,0.0018,0.0014,0.0172
2078,0.0006,0.344,0.046,0.0854,0.0,0.0212,0.003,0.0
10606,0.0032,0.2078,0.4792,0.0376,0.0002,0.0002,0.0002,0.0002
2076,0.0,0.2282,0.0198,0.0232,0.0,0.0,0.0,0.0
33469,0.374,0.2718,0.3422,0.4262,0.0,0.0,0.0,0.0
541389,0.087,0.2294,0.0058,0.4044,0.0002,0.0022,0.0402,0.0002
33467,0.3012,0.1174,0.2864,0.0138,0.0018,0.0,0.0,0.0004
18463,0.1748,0.1978,0.1408,0.1128,0.0,0.0,0.0,0.0
18460,0.0,0.0792,0.0066,0.137,0.0,0.007,0.0082,0.0
566751,0.3624,0.2082,0.4462,0.4234,0.4918,0.0,0.0,0.3032
530027,0.1278,0.2116,0.2022,0.0192,0.0134,0.211,0.3064,0.0016
268716,0.349,0.1238,0.452,0.2588,0.0,0.0,0.0,0.0
268715,0.3344,0.26,0.4386,0.3952,0.0002,0.071,0.0438,0.0002
268718,0.1788,0.2666,0.3698,0.4786,0.0002,0.0,0.0,0.0022
534734,0.0376,0.3632,0.0806,0.2052,0.352,0.0,0.0,0.001
534735,0.1458,0.317,0.205,0.057,0.0,0.0,0.0,0.0
534733,0.34,0.2304,0.3892,0.4992,0.0002,0.0,0.0,0.0002
36039,0.0012,0.1494,0.2552,0.0118,0.0002,0.0002,0.0572,0.0002
9790,0.4472,0.2008,0.3444,0.209,0.0,0.0,0.0,0.0
36031,0.0706,0.0484,0.289,0.3246,0.0002,0.0,0.0,0.0002
36035,0.123,0.2488,0.0278,0.425,0.0002,0.0002,0.0002,0.0002
272985,0.0036,0.397,0.1176,0.0206,0.001,0.0002,0.0002,0.0002
84667,0.0456,0.2982,0.3892,0.0598,0.0002,0.0,0.0002,0.0002
272981,0.4564,0.3978,0.23,0.3806,0.0,0.469,0.0026,0.0
84663,0.3676,0.2874,0.3868,0.3278,0.0,0.0,0.0,0.0002
272988,0.0134,0.418,0.0538,0.2362,0.0,0.0,0.0,0.0
18605,0.2414,0.2022,0.318,0.3644,0.4828,0.0,0.0,0.0078
547127,0.186,0.4432,0.4046,0.2644,0.2348,0.0,0.0,0.2722
34965,0.3034,0.252,0.1278,0.4686,0.1688,0.0008,0.3106,0.4564
34967,0.2716,0.2854,0.4016,0.1992,0.0002,0.0002,0.0002,0.0002
34969,0.001,0.3834,0.23,0.0088,0.0002,0.0008,0.0,0.463
670926,0.174,0.337,0.4816,0.2422,0.0002,0.0006,0.043,0.0002
828357,0.188,0.1296,0.3624,0.4106,0.4168,0.0,0.0,0.1368
51131,0.008,0.4342,0.0368,0.199,0.0002,0.0056,0.3876,0.0002
181630,0.077,0.3736,0.3424,0.0172,0.0002,0.0002,0.0002,0.0002
51135,0.0702,0.0018,0.4898,0.1768,0.0002,0.033,0.354,0.0002
50543,0.396,0.2876,0.1278,0.4458,0.0002,0.0,0.0,0.0004
532893,0.1426,0.2972,0.4376,0.3252,0.0,0.0,0.0,0.0
50014,0.3352,0.3184,0.4646,0.427,0.0002,0.0002,0.0002,0.0002
532895,0.4792,0.468,0.419,0.4046,0.0,0.0,0.0,0.0
532894,0.0456,0.1012,0.005,0.333,0.0,0.0,0.0,0.0
281174,0.043,0.3678,0.1438,0.1896,0.1338,0.0002,0.0056,0.0004
537550,0.0548,0.0474,0.0244,0.1578,0.0002,0.0002,0.0002,0.0002
537559,0.3682,0.2754,0.1922,0.154,0.3754,0.0,0.0,0.2608
269004,0.0836,0.2606,0.1988,0.4844,0.3038,0.0454,0.0556,0.0048
269006,0.1908,0.4972,0.288,0.4098,0.0,0.0,0.0,0.0
560331,0.041,0.4054,0.4672,0.0806,0.0002,0.0002,0.0398,0.0002
560332,0.0386,0.3412,0.2538,0.0448,0.0002,0.0002,0.0002,0.0002
560335,0.0106,0.345,0.4846,0.0438,0.0002,0.2472,0.4918,0.0002
560334,0.005,0.193,0.275,0.0168,0.0002,0.0038,0.0366,0.0002
6494,0.1256,0.139,0.2778,0.4626,0.0484,0.0,0.0,0.3236
6491,0.0388,0.4704,0.253,0.163,0.0002,0.011,0.0,0.1514
273583,0.0682,0.1968,0.118,0.473,0.0002,0.0,0.0,0.0002
273582,0.1426,0.1804,0.0954,0.2078,0.0002,0.0002,0.0002,0.0002
39326,0.0044,0.1838,0.2362,0.1472,0.0002,0.0002,0.0152,0.0002
39327,0.059,0.1512,0.4288,0.3286,0.0002,0.0002,0.0514,0.0002
541403,0.0396,0.3618,0.2128,0.2622,0.0,0.0,0.0,0.0
174430,0.0636,0.4608,0.3242,0.2186,0.0,0.0,0.0,0.2416
298718,0.3036,0.3622,0.1012,0.0824,0.04,0.0,0.0,0.1144
541405,0.3322,0.1474,0.0706,0.3662,0.4106,0.0376,0.0,0.3226
298717,0.44,0.434,0.4004,0.4196,0.0002,0.0004,0.0036,0.0002
35959,0.032,0.4602,0.2276,0.0206,0.0002,0.0002,0.0004,0.0002
543935,0.4892,0.4752,0.4566,0.3132,0.1216,0.0,0.0,0.0952
88375,0.4874,0.398,0.4318,0.4872,0.0002,0.012,0.038,0.0002
91871,0.1936,0.0144,0.4858,0.0734,0.0002,0.0008,0.0282,0.0002
543931,0.2752,0.1116,0.236,0.4056,0.0664,0.0,0.0,0.0212
108238,0.0288,0.3292,0.3274,0.103,0.0006,0.0042,0.297,0.0002
266719,0.4274,0.0208,0.0434,0.1732,0.0008,0.0102,0.0064,0.0004
479,0.0084,0.284,0.3132,0.1668,0.0002,0.0666,0.0364,0.0002
551626,0.0882,0.2604,0.0792,0.0166,0.2368,0.0,0.0,0.0892
11383,0.0994,0.1018,0.322,0.3036,0.0002,0.0,0.0,0.0002
11387,0.1204,0.2538,0.4022,0.3812,0.0,0.0,0.0,0.1268
11389,0.0588,0.2956,0.2118,0.0338,0.0538,0.0,0.0,0.0798
13295,0.091,0.2156,0.3354,0.4338,0.0002,0.0002,0.0002,0.0002
19159,0.337,0.3586,0.2654,0.3486,0.0056,0.0,0.0,0.0444
19151,0.4052,0.3088,0.4472,0.492,0.0002,0.0,0.0,0.0002
19150,0.1784,0.3756,0.4594,0.0844,0.0072,0.0,0.0,0.059
51063,0.0026,0.0242,0.4588,0.2342,0.0002,0.0002,0.0002,0.0002
281838,0.4144,0.0494,0.2902,0.2772,0.0002,0.0828,0.0108,0.0002
281839,0.1856,0.2406,0.4162,0.316,0.0002,0.416,0.1718,0.0002
281837,0.4288,0.0494,0.115,0.4958,0.0002,0.0066,0.082,0.0002
281835,0.4982,0.083,0.02,0.0028,0.0054,0.0,0.0,0.019
282333,0.033,0.4472,0.2998,0.097,0.0002,0.0002,0.0002,0.0002
35438,0.2032,0.317,0.0792,0.3318,0.0176,0.0,0.0,0.2092
35439,0.0214,0.0876,0.312,0.3164,0.0002,0.0,0.0,0.0002
145117,0.169,0.1948,0.185,0.1706,0.0002,0.0,0.0,0.0002
145118,0.228,0.1376,0.4652,0.3896,0.0014,0.0,0.0,0.022
35435,0.2498,0.3616,0.3642,0.4566,0.0002,0.3352,0.0592,0.0002
35436,0.3904,0.4542,0.0762,0.0752,0.0,0.0,0.0,0.0
35430,0.0042,0.4528,0.1968,0.0216,0.0002,0.0002,0.0002,0.0002
35431,0.3718,0.0158,0.2588,0.2628,0.0002,0.0002,0.0002,0.0002
35433,0.0934,0.2804,0.07,0.3292,0.0002,0.0002,0.0002,0.0002
300494,0.4776,0.4384,0.4912,0.4804,0.015,0.0,0.0,0.0058
812390,0.3314,0.0778,0.3548,0.249,0.0002,0.148,0.3848,0.0002
140090,0.4868,0.239,0.4128,0.3924,0.0002,0.2212,0.3612,0.0002
140094,0.472,0.0878,0.2748,0.4022,0.0002,0.0012,0.029,0.0002
547495,0.4612,0.4174,0.3186,0.4796,0.0,0.0,0.0,0.0
154071,0.4486,0.3578,0.4762,0.1918,0.228,0.0,0.0,0.1336
154078,0.0996,0.4106,0.1016,0.0312,0.0002,0.0118,0.11,0.0002
281787,0.4412,0.1846,0.3924,0.3466,0.0018,0.0,0.0,0.0294
240030,0.4402,0.0126,0.1108,0.3376,0.028,0.0,0.0,0.2646
547943,0.4892,0.4002,0.4042,0.4246,0.3382,0.0,0.0,0.3418
148309,0.2534,0.161,0.0432,0.4078,0.1128,0.0,0.0,0.45
117095,0.368,0.2314,0.3508,0.4734,0.0002,0.0002,0.0002,0.0002
152957,0.3208,0.1672,0.333,0.2036,0.0002,0.0002,0.0002,0.0002
152951,0.0146,0.0232,0.0538,0.1236,0.0002,0.0002,0.0002,0.0002
74126,0.0064,0.2652,0.4078,0.014,0.0,0.2832,0.1332,0.0
559244,0.1544,0.388,0.1676,0.0688,0.0002,0.0738,0.1674,0.0002
559246,0.3186,0.307,0.367,0.3432,0.2654,0.0,0.0,0.3964
559240,0.217,0.2056,0.0814,0.4746,0.0002,0.0002,0.0024,0.0002
558043,0.1794,0.0552,0.1518,0.313,0.0036,0.0,0.0,0.1284
558045,0.0976,0.197,0.395,0.2774,0.0002,0.0716,0.3868,0.0002
558047,0.206,0.2118,0.4658,0.4502,0.0002,0.0062,0.0006,0.0144
42495,0.2198,0.0878,0.0158,0.085,0.0002,0.001,0.0722,0.0002
26045,0.2828,0.1176,0.3994,0.3728,0.1972,0.0,0.0,0.2732
16813,0.0002,0.4232,0.3198,0.0002,0.0,0.0006,0.0008,0.0
173789,0.2706,0.0866,0.3284,0.3932,0.0002,0.0016,0.0094,0.0002
141947,0.1776,0.4072,0.4928,0.202,0.0002,0.2838,0.4602,0.0002
141943,0.4478,0.075,0.123,0.464,0.0002,0.0696,0.013,0.0002
141949,0.1296,0.2666,0.3888,0.142,0.0002,0.2862,0.451,0.0002
824233,0.0468,0.4864,0.2402,0.0196,0.0076,0.0,0.0,0.2142
10413,0.2908,0.186,0.4286,0.3684,0.0,0.0,0.0,0.0
564459,0.4636,0.2372,0.43,0.2744,0.0414,0.0,0.0,0.0636
564327,0.2484,0.4434,0.443,0.2542,0.0002,0.26,0.0314,0.0002
9630,0.0832,0.1442,0.276,0.1634,0.0,0.0,0.0,0.0
574807,0.3804,0.1654,0.3002,0.0726,0.0344,0.0,0.0,0.0048
9325,0.1124,0.2914,0.309,0.0848,0.0,0.0,0.0,0.0
8941,0.3388,0.464,0.4916,0.3984,0.0002,0.0,0.0142,0.0002
543323,0.1768,0.338,0.3154,0.4084,0.0002,0.001,0.008,0.0002
8942,0.0286,0.4274,0.3174,0.132,0.0002,0.0002,0.0002,0.0002
18859,0.038,0.4102,0.0726,0.2208,0.0012,0.0,0.0,0.493
142028,0.0378,0.0744,0.043,0.1944,0.0002,0.4446,0.0992,0.0002
18855,0.152,0.4676,0.4066,0.1112,0.0,0.0,0.0,0.0
26970,0.0028,0.2262,0.1024,0.0004,0.0,0.0,0.0,0.4264
542813,0.0492,0.442,0.3736,0.0476,0.0,0.0,0.0,0.0
26974,0.156,0.3942,0.1642,0.469,0.0,0.0,0.0,0.0
531663,0.1206,0.0122,0.1126,0.3532,0.0002,0.0002,0.0744,0.0002
531662,0.4542,0.109,0.0032,0.1178,0.0002,0.0002,0.0002,0.0002
312158,0.4446,0.1184,0.0434,0.2666,0.0002,0.0006,0.0082,0.0002
84587,0.095,0.1954,0.0366,0.2854,0.0002,0.0002,0.0002,0.0002
138461,0.2716,0.305,0.0484,0.3772,0.0162,0.0,0.0,0.0188
138463,0.1092,0.4944,0.425,0.191,0.0826,0.0,0.0,0.007
557737,0.124,0.2996,0.4248,0.192,0.0,0.0,0.0,0.0
559,0.237,0.4042,0.2536,0.46,0.0002,0.0,0.0,0.0018
558,0.0854,0.4802,0.382,0.0196,0.0,0.0058,0.0,0.0
33694,0.1834,0.063,0.3702,0.4834,0.0,0.0,0.0,0.0
799725,0.4658,0.0802,0.39,0.1252,0.0002,0.0002,0.0002,0.0002
799726,0.1136,0.2952,0.4816,0.0844,0.0002,0.0002,0.0002,0.0002
528957,0.0502,0.2396,0.1858,0.4564,0.0,0.0002,0.0,0.0
528953,0.0048,0.1536,0.31,0.204,0.0,0.0404,0.0066,0.0
557738,0.0008,0.4334,0.0042,0.1428,0.2666,0.0014,0.0004,0.0002
169598,0.005,0.2202,0.2964,0.0172,0.0094,0.0,0.3918,0.0002
1195,0.0158,0.2972,0.0178,0.4366,0.0002,0.0002,0.0002,0.0002
677534,0.1084,0.4742,0.4882,0.1152,0.2336,0.0,0.0122,0.0654
175310,0.2256,0.3252,0.252,0.2122,0.0002,0.0028,0.0958,0.0002
34206,0.1162,0.315,0.234,0.4318,0.06,0.0,0.0,0.2696
35159,0.365,0.214,0.431,0.3206,0.0002,0.224,0.0518,0.0004
529038,0.001,0.3228,0.0538,0.3334,0.0,0.0,0.0,0.0
18141,0.1518,0.2964,0.46,0.2468,0.0002,0.0002,0.0002,0.0002
18143,0.2124,0.117,0.0282,0.0906,0.0002,0.0,0.1336,0.0002
18142,0.4086,0.4206,0.0658,0.1326,0.465,0.0,0.0,0.3684
148894,0.4274,0.3954,0.4174,0.4264,0.0,0.0,0.0,0.0002
87615,0.2908,0.3998,0.4408,0.257,0.0002,0.2076,0.4974,0.0008
234398,0.4116,0.103,0.312,0.4314,0.0002,0.0144,0.088,0.0002
550227,0.0584,0.339,0.1884,0.2516,0.0002,0.0002,0.0002,0.0002
183533,0.2012,0.1732,0.3468,0.176,0.0002,0.0002,0.0002,0.0002
183534,0.415,0.1244,0.2566,0.269,0.0002,0.0002,0.0002,0.0002
541235,0.0376,0.17,0.3974,0.1068,0.0,0.0002,0.0002,0.0
563615,0.4656,0.361,0.2758,0.0522,0.0002,0.0356,0.01,0.0002
169335,0.3814,0.1498,0.383,0.0794,0.0002,0.04,0.1404,0.0002
181975,0.203,0.2632,0.2054,0.2262,0.0768,0.0,0.0,0.0382
830060,0.0724,0.2974,0.3724,0.174,0.0002,0.0252,0.0022,0.0002
136025,0.0524,0.0624,0.0084,0.4418,0.1762,0.0,0.0046,0.061
6574,0.175,0.4704,0.021,0.2612,0.0002,0.0,0.0,0.0002
268953,0.315,0.1732,0.06,0.4132,0.0002,0.0002,0.0002,0.0002
279449,0.2316,0.1596,0.4408,0.0392,0.0002,0.0002,0.0002,0.0002
279193,0.2996,0.3558,0.213,0.2748,0.059,0.0002,0.0002,0.0002
279445,0.3692,0.2012,0.1774,0.271,0.0,0.4078,0.391,0.0
25946,0.0308,0.417,0.304,0.006,0.0002,0.0006,0.0002,0.0002
3839,0.0002,0.2136,0.021,0.1912,0.0002,0.016,0.0036,0.0002
72413,0.2264,0.0082,0.0418,0.2084,0.0002,0.0002,0.1826,0.0002
72411,0.2096,0.1826,0.3982,0.0814,0.0002,0.0002,0.0038,0.0002
