Motifs:     Frequencies:
586         2.88%
1162        2.88%
1098        2.88%
1050        2.88%
17028       2.87%
17032       2.87%
2092        2.87%
2076        2.87%
1066        2.87%
17025       2.86%
45          1.44%
2115        1.44%
105         1.44%
142         1.44%
2124        1.44%
33412       1.44%
202         1.44%
300         1.44%
33416       1.43%
2188        1.43%
17026       1.43%
33409       1.43%
284         0.71%
30          0.48%
33860       0.47%
16924       0.38%
541320      0.38%
2243        0.38%
654         0.38%
668         0.38%
173         0.38%
2149        0.37%
2213        0.37%
2147        0.37%
2245        0.37%
2153        0.37%
2249        0.37%
2214        0.37%
33820       0.37%
2246        0.37%
713         0.37%
714         0.37%
34886       0.37%
33414       0.37%
33836       0.37%
2123        0.37%
33308       0.37%
16972       0.37%
17036       0.37%
34860       0.37%
18460       0.37%
34892       0.37%
2250        0.37%
34844       0.37%
18572       0.37%
33302       0.37%
2078        0.37%
541256      0.37%
33350       0.37%
1166        0.37%
602         0.37%
33814       0.37%
16780       0.37%
2094        0.37%
18476       0.37%
16716       0.37%
2190        0.37%
17030       0.37%
18508       0.37%
541250      0.37%
1067        0.37%
33926       0.37%
18502       0.37%
16684       0.37%
16668       0.37%
33862       0.37%
33046       0.36%
6214        0.36%
10310       0.36%
8582        0.36%
541224      0.36%
17436       0.36%
33158       0.36%
16940       0.36%
541217      0.36%
2131        0.36%
17452       0.36%
17548       0.36%
617         0.36%
4636        0.36%
1051        0.36%
5164        0.36%
6172        0.36%
5148        0.36%
618         0.36%
601         0.36%
6220        0.36%
541218      0.36%
33094       0.36%
684         0.36%
17484       0.36%
2197        0.36%
6188        0.36%
398         0.36%
158         0.19%
1099        0.19%
206         0.19%
2150        0.19%
716         0.19%
34838       0.19%
34950       0.19%
143         0.19%
8838        0.19%
542         0.19%
2252        0.19%
34956       0.19%
33868       0.19%
33052       0.19%
707         0.19%
541252      0.19%
572         0.18%
558         0.18%
286         0.18%
541220      0.18%
559236      0.18%
302         0.18%
61          0.18%
5196        0.18%
4380        0.18%
6284        0.18%
15          0.12%
34952       0.12%
541208      0.07%
31          0.06%
559240      0.06%
16841       0.05%
534572      0.05%
2155        0.05%
2652        0.05%
532780      0.05%
2764        0.05%
18510       0.05%
270636      0.05%
34981       0.05%
2142        0.05%
18597       0.05%
35014       0.05%
33478       0.05%
670         0.05%
141356      0.05%
33822       0.05%
2254        0.05%
1227        0.05%
2157        0.05%
33477       0.05%
16837       0.05%
1131        0.05%
33961       0.05%
715         0.05%
18629       0.05%
541068      0.05%
540972      0.05%
33475       0.05%
33934       0.05%
2158        0.05%
33221       0.05%
18567       0.05%
17097       0.05%
18503       0.05%
33870       0.05%
271404      0.05%
34917       0.05%
2251        0.05%
33422       0.05%
17100       0.05%
33189       0.05%
2110        0.05%
33957       0.05%
33310       0.05%
33358       0.05%
17098       0.05%
16745       0.05%
33990       0.05%
33482       0.05%
541004      0.05%
35013       0.05%
2716        0.05%
33958       0.05%
35017       0.05%
540956      0.05%
271388      0.05%
33994       0.05%
33484       0.05%
8613        0.05%
924         0.05%
33897       0.05%
16926       0.05%
33989       0.05%
2206        0.05%
8617        0.05%
2095        0.05%
33129       0.05%
1195        0.05%
17038       0.05%
16805       0.05%
33993       0.05%
2710        0.05%
429         0.05%
2221        0.05%
18533       0.05%
33481       0.05%
34894       0.05%
33225       0.05%
2253        0.05%
533548      0.05%
33125       0.05%
16809       0.05%
33193       0.05%
2222        0.05%
278924      0.05%
559148      0.05%
542796      0.05%
559132      0.05%
542748      0.05%
542860      0.05%
17094       0.05%
33433       0.05%
17093       0.05%
16974       0.05%
1179        0.05%
17606       0.05%
4553        0.05%
2205        0.05%
17486       0.05%
542764      0.05%
17091       0.05%
33893       0.05%
1083        0.05%
33365       0.05%
2726        0.05%
17049       0.05%
17059       0.05%
74028       0.05%
8901        0.05%
2141        0.05%
619         0.05%
33379       0.05%
541724      0.05%
33443       0.05%
17605       0.05%
8645        0.05%
413         0.05%
541740      0.05%
669         0.05%
541836      0.05%
17062       0.05%
8782        0.05%
17061       0.05%
17573       0.05%
33385       0.05%
33219       0.05%
280604      0.05%
541772      0.05%
8869        0.05%
8902        0.05%
17043       0.05%
9294        0.05%
17609       0.05%
530508      0.05%
33875       0.05%
5198        0.05%
940         0.05%
75820       0.05%
33369       0.05%
33429       0.05%
8853        0.05%
603         0.05%
4517        0.05%
17002       0.05%
280652      0.05%
16775       0.05%
459         0.05%
529436      0.05%
16718       0.05%
16835       0.05%
34965       0.05%
2109        0.05%
16670       0.05%
8906        0.05%
414         0.05%
541228      0.05%
18455       0.05%
8597        0.05%
33388       0.05%
1115        0.05%
280716      0.05%
530460      0.05%
33386       0.05%
17068       0.05%
529452      0.05%
685         0.05%
8478        0.05%
82220       0.05%
33939       0.05%
17065       0.05%
82316       0.05%
530476      0.05%
280620      0.05%
33445       0.05%
8649        0.05%
33427       0.05%
272524      0.05%
17004       0.05%
8590        0.05%
33054       0.05%
6222        0.05%
33446       0.05%
33363       0.05%
74796       0.05%
272428      0.05%
33449       0.05%
84012       0.05%
33941       0.05%
2139        0.05%
272412      0.05%
8905        0.05%
16782       0.05%
16985       0.05%
33381       0.05%
8614        0.05%
16803       0.05%
33452       0.05%
528684      0.05%
82252       0.05%
10318       0.05%
33166       0.05%
82204       0.05%
8553        0.05%
33102       0.05%
17045       0.05%
2709        0.05%
8652        0.05%
33382       0.05%
686         0.05%
8908        0.05%
933         0.05%
83996       0.05%
84044       0.05%
17001       0.05%
4549        0.05%
4686        0.05%
33123       0.05%
84108       0.05%
363         0.05%
4805        0.05%
2665        0.05%
430         0.05%
2079        0.05%
33450       0.05%
17066       0.05%
33187       0.05%
33333       0.05%
347         0.05%
4430        0.05%
8812        0.05%
8595        0.05%
8793        0.05%
71708       0.05%
16953       0.05%
33337       0.05%
71724       0.05%
82476       0.04%
4773        0.04%
83084       0.04%
8526        0.04%
8646        0.04%
82988       0.04%
82972       0.04%
17557       0.04%
83020       0.04%
139564      0.02%
2396        0.02%
8620        0.02%
2460        0.02%
8846        0.02%
271500      0.02%
718         0.02%
35018       0.02%
8734        0.02%
34921       0.02%
237         0.02%
461         0.02%
34846       0.02%
270620      0.02%
33962       0.02%
33843       0.02%
559180      0.02%
278828      0.02%
2732        0.02%
278812      0.02%
2191        0.02%
35020       0.02%
33894       0.02%
4457        0.02%
207         0.02%
33996       0.02%
33945       0.02%
2127        0.02%
17513       0.02%
717         0.02%
34901       0.02%
17543       0.02%
34958       0.02%
18471       0.02%
559244      0.02%
17438       0.02%
17550       0.02%
8601        0.02%
557356      0.02%
159         0.02%
33877       0.02%
8857        0.02%
219         0.02%
270892      0.02%
34839       0.02%
34899       0.02%
317         0.02%
917         0.02%
318         0.02%
17610       0.02%
530572      0.02%
279084      0.02%
303         0.02%
529484      0.02%
462         0.02%
528668      0.02%
17612       0.02%
2668        0.02%
33047       0.02%
4382        0.02%
574         0.02%
934         0.02%
573         0.02%
4494        0.02%
69932       0.02%
71756       0.02%
8809        0.02%
71820       0.02%
8650        0.02%
272460      0.02%
972         0.01%
34918       0.01%
828         0.01%
559         0.01%
34969       0.01%
557340      0.01%
287         0.01%
69916       0.01%
34951       0.01%
635         0.01%
33485       0.01%
8797        0.01%
541129      0.01%
3243        0.01%
10327       0.01%
2283        0.01%
278985      0.01%
8541        0.01%
33950       0.01%
33229       0.01%
19107       0.01%
34925       0.01%
3179        0.01%
4445        0.01%
34973       0.01%
35021       0.01%
19036       0.01%
542862      0.01%
6231        0.01%
35420       0.01%
541326      0.01%
1595        0.01%
19100       0.01%
9309        0.01%
541385      0.01%
18631       0.01%
1339        0.01%
541033      0.01%
18638       0.01%
33997       0.01%
541801      0.01%
35015       0.01%
16990       0.01%
559306      0.01%
3227        0.01%
18511       0.01%
33895       0.01%
34499       0.01%
17607       0.01%
541214      0.01%
33949       0.01%
10333       0.01%
17353       0.01%
17349       0.01%
19030       0.01%
35526       0.01%
139573      0.01%
33998       0.01%
541097      0.01%
8509        0.01%
2766        0.01%
18541       0.01%
2223        0.01%
528841      0.01%
33181       0.01%
17095       0.01%
35530       0.01%
295577      0.01%
528745      0.01%
295337      0.01%
34502       0.01%
33133       0.01%
278953      0.01%
19094       0.01%
33901       0.01%
35525       0.01%
34910       0.01%
559302      0.01%
19029       0.01%
33479       0.01%
279193      0.01%
17315       0.01%
6237        0.01%
5213        0.01%
2279        0.01%
279241      0.01%
8621        0.01%
2366        0.01%
270757      0.01%
557710      0.01%
34508       0.01%
33374       0.01%
10413       0.01%
17299       0.01%
33965       0.01%
35478       0.01%
35414       0.01%
19148       0.01%
18575       0.01%
541386      0.01%
19098       0.01%
541838      0.01%
33879       0.01%
270789      0.01%
528979      0.01%
529097      0.01%
2718        0.01%
18026       0.01%
4701        0.01%
33437       0.01%
2267        0.01%
529098      0.01%
33486       0.01%
558222      0.01%
16749       0.01%
1694        0.01%
33902       0.01%
17054       0.01%
18526       0.01%
534670      0.01%
295273      0.01%
533134      0.01%
2159        0.01%
35413       0.01%
3230        0.01%
33197       0.01%
139689      0.01%
17102       0.01%
3246        0.01%
16845       0.01%
17302       0.01%
18025       0.01%
9421        0.01%
542825      0.01%
18070       0.01%
279203      0.01%
2510        0.01%
533145      0.01%
529049      0.01%
541388      0.01%
35532       0.01%
34355       0.01%
559134      0.01%
33383       0.01%
532901      0.01%
541379      0.01%
19141       0.01%
19116       0.01%
557770      0.01%
18637       0.01%
279242      0.01%
10445       0.01%
19034       0.01%
295369      0.01%
2285        0.01%
18605       0.01%
35523       0.01%
8909        0.01%
33991       0.01%
533077      0.01%
35494       0.01%
16733       0.01%
559246      0.01%
533022      0.01%
17487       0.01%
542922      0.01%
19110       0.01%
533043      0.01%
19097       0.01%
19109       0.01%
9389        0.01%
33886       0.01%
541331      0.01%
558249      0.01%
533189      0.01%
279146      0.01%
16813       0.01%
2143        0.01%
557513      0.01%
17501       0.01%
271045      0.01%
559270      0.01%
33438       0.01%
278889      0.01%
541283      0.01%
533141      0.01%
295626      0.01%
18589       0.01%
19043       0.01%
528809      0.01%
34989       0.01%
557721      0.01%
16797       0.01%
541337      0.01%
19145       0.01%
532837      0.01%
34903       0.01%
17502       0.01%
165006      0.01%
139625      0.01%
35498       0.01%
17614       0.01%
9325        0.01%
2255        0.01%
541235      0.01%
558281      0.01%
2207        0.01%
17347       0.01%
18525       0.01%
8653        0.01%
19146       0.01%
18028       0.01%
532933      0.01%
8903        0.01%
19139       0.01%
16989       0.01%
19142       0.01%
5325        0.01%
295625      0.01%
1438        0.01%
19002       0.01%
541267      0.01%
529038      0.01%
139692      0.01%
9277        0.01%
1451        0.01%
295513      0.01%
687         0.01%
559273      0.01%
19619       0.01%
139605      0.01%
164494      0.01%
17301       0.01%
279187      0.01%
557769      0.01%
2263        0.01%
533646      0.01%
35022       0.01%
9415        0.01%
19622       0.01%
16701       0.01%
3131        0.01%
747         0.01%
528947      0.01%
18995       0.01%
33431       0.01%
8557        0.01%
19606       0.01%
17350       0.01%
1454        0.01%
34364       0.01%
528981      0.01%
17354       0.01%
135625      0.01%
10439       0.01%
34406       0.01%
529094      0.01%
33885       0.01%
270693      0.01%
542889      0.01%
33373       0.01%
10349       0.01%
19114       0.01%
35379       0.01%
559209      0.01%
541347      0.01%
17101       0.01%
3163        0.01%
19113       0.01%
295530      0.01%
541289      0.01%
532905      0.01%
558185      0.01%
541292      0.01%
4702        0.01%
18118       0.01%
541897      0.01%
266661      0.01%
5214        0.01%
542921      0.01%
16798       0.01%
6349        0.01%
266693      0.01%
4557        0.01%
98958       0.01%
2462        0.01%
532766      0.01%
529001      0.01%
271013      0.01%
33117       0.01%
33223       0.01%
35436       0.01%
33111       0.01%
2478        0.01%
17053       0.01%
8877        0.01%
34387       0.01%
19654       0.01%
5229        0.01%
19653       0.01%
528985      0.01%
529065      0.01%
33182       0.01%
17517       0.01%
2734        0.01%
17613       0.01%
16846       0.01%
35427       0.01%
559305      0.01%
18124       0.01%
18519       0.01%
33389       0.01%
33853       0.01%
4813        0.01%
5293        0.01%
35477       0.01%
19621       0.01%
18076       0.01%
19027       0.01%
19050       0.01%
19004       0.01%
279212      0.01%
35429       0.01%
279145      0.01%
541865      0.01%
10301       0.01%
16734       0.01%
2667        0.01%
528837      0.01%
4509        0.01%
4765        0.01%
702         0.01%
33085       0.01%
533190      0.01%
557481      0.01%
926         0.01%
8910        0.01%
34877       0.01%
541290      0.01%
533157      0.01%
35411       0.01%
533158      0.01%
2622        0.01%
34909       0.01%
19555       0.01%
528926      0.01%
18463       0.01%
5277        0.01%
35388       0.01%
528805      0.01%
17005       0.01%
33118       0.01%
33127       0.01%
731         0.01%
17581       0.01%
532841      0.01%
279209      0.01%
541123      0.01%
1387        0.01%
9373        0.01%
295529      0.01%
431         0.01%
17321       0.01%
9422        0.01%
529002      0.01%
35430       0.01%
2111        0.01%
295593      0.01%
541027      0.01%
17980       0.01%
529093      0.01%
533045      0.01%
2231        0.01%
16957       0.01%
6350        0.01%
2395        0.01%
18121       0.01%
541273      0.01%
532878      0.01%
533194      0.01%
557417      0.01%
278947      0.01%
701         0.01%
74153       0.01%
532937      0.01%
6238        0.01%
33453       0.01%
10397       0.01%
533193      0.01%
533139      0.01%
35475       0.01%
533162      0.01%
18493       0.01%
542869      0.01%
8861        0.01%
8765        0.01%
148110      0.01%
5181        0.01%
6343        0.01%
19052       0.01%
415         0.01%
18010       0.01%
529043      0.01%
19091       0.01%
533164      0.01%
18122       0.01%
5326        0.01%
17069       0.01%
18998       0.01%
16783       0.01%
33390       0.01%
279129      0.01%
6301        0.01%
33134       0.01%
8606        0.01%
528741      0.01%
18069       0.01%
33943       0.01%
17317       0.01%
19651       0.01%
541353      0.01%
533081      0.01%
559253      0.01%
266949      0.01%
19625       0.01%
35433       0.01%
9310        0.01%
541356      0.01%
541354      0.01%
541091      0.01%
18073       0.01%
19557       0.01%
4461        0.01%
529066      0.01%
135884      0.01%
19093       0.01%
18074       0.01%
942         0.01%
533161      0.01%
671         0.01%
10446       0.01%
16750       0.01%
6253        0.01%
8605        0.01%
533093      0.01%
19045       0.01%
18012       0.01%
19657       0.01%
529550      0.01%
557657      0.01%
33367       0.01%
2411        0.01%
529045      0.01%
10334       0.01%
19001       0.01%
139948      0.01%
4413        0.01%
82574       0.01%
18997       0.01%
139721      0.01%
17978       0.01%
17318       0.01%
270949      0.01%
19049       0.01%
35382       0.01%
33175       0.01%
6205        0.01%
164238      0.01%
6317        0.01%
4525        0.01%
33230       0.01%
1710        0.01%
19033       0.01%
18086       0.01%
139925      0.01%
279097      0.01%
557731      0.01%
139977      0.01%
557740      0.01%
4814        0.01%
17565       0.01%
74126       0.01%
16927       0.01%
4446        0.01%
533100      0.01%
19658       0.01%
540958      0.01%
266597      0.01%
18089       0.01%
16839       0.01%
19539       0.01%
533098      0.01%
18115       0.01%
528953      0.01%
70089       0.01%
533075      0.01%
533097      0.01%
35381       0.01%
18085       0.01%
139662      0.01%
8558        0.01%
8813        0.01%
