Motifs:     Frequencies:
546206      0.00%
34135       0.00%
26318       0.00%
698830      0.00%
18107       0.00%
100763      0.00%
39374       0.00%
52927       0.00%
18090       0.00%
35415       0.00%
546151      0.00%
839151      0.00%
35231       0.00%
84379       0.00%
574775      0.00%
142045      0.00%
37855       0.00%
18111       0.00%
839405      0.00%
297727      0.00%
558011      0.00%
41965       0.00%
530862      0.00%
297655      0.00%
21911       0.00%
576959      0.00%
568047      0.00%
580991      0.00%
4781        0.00%
50535       0.00%
297343      0.00%
297407      0.00%
34431       0.00%
281260      0.00%
139948      0.00%
6343        0.00%
297983      0.00%
35543       0.00%
164777      0.00%
279483      0.00%
585343      0.00%
83567       0.00%
843247      0.00%
8959        0.00%
36571       0.00%
2109        0.00%
297053      0.00%
268718      0.00%
567295      0.00%
273127      0.00%
8935        0.00%
542591      0.00%
577007      0.00%
315007      0.00%
2079        0.00%
314999      0.00%
50487       0.00%
52926       0.00%
51182       0.00%
697343      0.00%
99742       0.00%
34429       0.00%
17023       0.00%
19199       0.00%
7551        0.00%
60415       0.00%
19511       0.00%
6555        0.00%
574         0.00%
281006      0.00%
814847      0.00%
42734       0.00%
287         0.00%
18407       0.00%
35935       0.00%
560607      0.00%
4430        0.00%
35551       0.00%
35295       0.00%
568045      0.00%
533367      0.00%
6350        0.00%
5471        0.00%
50815       0.00%
240605      0.00%
166591      0.00%
564703      0.00%
16767       0.00%
699615      0.00%
50599       0.00%
17823       0.00%
566231      0.00%
17863       0.00%
5343        0.00%
8809        0.00%
347         0.00%
559251      0.00%
174847      0.00%
543899      0.00%
558015      0.00%
4494        0.00%
100667      0.00%
839359      0.00%
16863       0.00%
72413       0.00%
8831        0.00%
315006      0.00%
6462        0.00%
544191      0.00%
559805      0.00%
583679      0.00%
843135      0.00%
6606        0.00%
281855      0.00%
559187      0.00%
279966      0.00%
11007       0.00%
166877      0.00%
273135      0.00%
20155       0.00%
529550      0.00%
51583       0.00%
564447      0.00%
299007      0.00%
18879       0.00%
27846       0.00%
1371        0.00%
25599       0.00%
100445      0.00%
576662      0.00%
282350      0.00%
174079      0.00%
51835       0.00%
557998      0.00%
18094       0.00%
295481      0.00%
8793        0.00%
577150      0.00%
23999       0.00%
18046       0.00%
585342      0.00%
17815       0.00%
10943       0.00%
175871      0.00%
9422        0.00%
568043      0.00%
546135      0.00%
8526        0.00%
847479      0.00%
19507       0.00%
166047      0.00%
546687      0.00%
704255      0.00%
23935       0.00%
18527       0.00%
367054      0.00%
769023      0.00%
290542      0.00%
699373      0.00%
139726      0.00%
35518       0.00%
41853       0.00%
34366       0.00%
847487      0.00%
72094       0.00%
14686       0.00%
301406      0.00%
576895      0.00%
420589      0.00%
6317        0.00%
557454      0.00%
350670      0.00%
51839       0.00%
166637      0.00%
139741      0.00%
535279      0.00%
43639       0.00%
99948       0.00%
17831       0.00%
5319        0.00%
52923       0.00%
559165      0.00%
635         0.00%
629150      0.00%
174830      0.00%
41847       0.00%
575359      0.00%
297579      0.00%
52223       0.00%
41983       0.00%
25471       0.00%
281835      0.00%
21855       0.00%
33333       0.00%
541559      0.00%
157303      0.00%
36475       0.00%
84283       0.00%
314863      0.00%
843239      0.00%
550655      0.00%
243711      0.00%
157421      0.00%
560110      0.00%
564423      0.00%
579455      0.00%
568439      0.00%
297531      0.00%
59262       0.00%
297573      0.00%
281343      0.00%
446463      0.00%
295611      0.00%
35159       0.00%
35223       0.00%
7647        0.00%
35453       0.00%
209885      0.00%
7367        0.00%
38367       0.00%
35391       0.00%
10334       0.00%
630239      0.00%
9151        0.00%
541855      0.00%
702463      0.00%
17021       0.00%
28287       0.00%
5438        0.00%
50923       0.00%
550527      0.00%
166030      0.00%
178175      0.00%
581087      0.00%
33939       0.00%
281279      0.00%
280987      0.00%
630207      0.00%
812799      0.00%
23487       0.00%
575463      0.00%
21991       0.00%
546142      0.00%
529053      0.00%
34357       0.00%
281038      0.00%
281007      0.00%
812927      0.00%
174807      0.00%
33175       0.00%
543999      0.00%
552679      0.00%
546103      0.00%
354175      0.00%
39295       0.00%
37759       0.00%
139935      0.00%
17319       0.00%
18363       0.00%
33047       0.00%
281023      0.00%
420799      0.00%
135852      0.00%
559803      0.00%
227327      0.00%
535277      0.00%
36541       0.00%
41967       0.00%
8655        0.00%
18045       0.00%
2685        0.00%
41959       0.00%
50743       0.00%
629694      0.00%
568447      0.00%
28283       0.00%
98973       0.00%
557629      0.00%
297578      0.00%
557625      0.00%
542379      0.00%
34427       0.00%
279359      0.00%
27734       0.00%
141519      0.00%
141518      0.00%
105855      0.00%
799607      0.00%
697325      0.00%
148141      0.00%
142062      0.00%
564351      0.00%
70045       0.00%
71086       0.00%
546175      0.00%
50863       0.00%
19839       0.00%
35390       0.00%
714751      0.00%
568445      0.00%
559273      0.00%
136123      0.00%
577214      0.00%
59374       0.00%
585335      0.00%
26054       0.00%
560623      0.00%
575095      0.00%
645087      0.00%
9678        0.00%
281823      0.00%
27742       0.00%
39871       0.00%
542063      0.00%
33111       0.00%
566271      0.00%
314367      0.00%
520191      0.00%
19003       0.00%
33367       0.00%
544511      0.00%
629198      0.00%
18126       0.00%
17758       0.00%
908783      0.00%
190463      0.00%
529487      0.00%
560109      0.00%
5599        0.00%
192255      0.00%
281821      0.00%
491519      0.00%
629983      0.00%
17887       0.00%
908767      0.00%
571391      0.00%
579551      0.00%
279097      0.00%
17407       0.00%
573183      0.00%
552959      0.00%
948223      0.00%
104319      0.00%
99130       0.00%
819199      0.00%
42621       0.00%
281535      0.00%
284110      0.00%
421614      0.00%
59259       0.00%
35517       0.00%
91775       0.00%
4510        0.00%
33710       0.00%
9853        0.00%
280894      0.00%
139999      0.00%
11383       0.00%
17838       0.00%
4462        0.00%
142047      0.00%
564287      0.00%
535551      0.00%
446189      0.00%
72091       0.00%
10871       0.00%
7103        0.00%
52087       0.00%
629967      0.00%
159470      0.00%
282367      0.00%
22871       0.00%
620415      0.00%
808831      0.00%
166615      0.00%
13791       0.00%
564671      0.00%
697307      0.00%
575470      0.00%
33774       0.00%
33853       0.00%
577215      0.00%
581055      0.00%
583543      0.00%
268983      0.00%
276830      0.00%
13311       0.00%
566255      0.00%
161791      0.00%
268991      0.00%
575351      0.00%
575078      0.00%
562143      0.00%
566253      0.00%
583551      0.00%
290423      0.00%
562126      0.00%
566247      0.00%
557993      0.00%
581103      0.00%
5582        0.00%
22839       0.00%
27647       0.00%
51551       0.00%
538231      0.00%
699135      0.00%
19551       0.00%
9215        0.00%
279295      0.00%
142301      0.00%
273133      0.00%
144349      0.00%
280891      0.00%
140219      0.00%
567019      0.00%
699103      0.00%
166655      0.00%
529759      0.00%
51199       0.00%
646623      0.00%
697327      0.00%
297644      0.00%
100735      0.00%
530589      0.00%
34847       0.00%
100799      0.00%
282095      0.00%
41947       0.00%
19455       0.00%
568319      0.00%
42463       0.00%
563662      0.00%
42623       0.00%
574919      0.00%
17979       0.00%
158445      0.00%
550783      0.00%
19935       0.00%
552703      0.00%
297595      0.00%
550911      0.00%
812669      0.00%
314231      0.00%
536319      0.00%
16957       0.00%
6711        0.00%
10719       0.00%
646527      0.00%
534735      0.00%
25467       0.00%
173535      0.00%
179199      0.00%
27515       0.00%
166111      0.00%
244735      0.00%
1006        0.00%
33403       0.00%
144247      0.00%
297663      0.00%
533111      0.00%
282623      0.00%
4479        0.00%
51543       0.00%
6847        0.00%
562047      0.00%
6839        0.00%
546239      0.00%
17439       0.00%
557519      0.00%
105951      0.00%
562526      0.00%
627679      0.00%
6463        0.00%
6591        0.00%
26494       0.00%
50039       0.00%
539357      0.00%
538333      0.00%
279487      0.00%
288639      0.00%
28286       0.00%
284543      0.00%
281787      0.00%
104831      0.00%
531327      0.00%
559291      0.00%
281055      0.00%
646591      0.00%
191487      0.00%
843231      0.00%
24031       0.00%
566235      0.00%
703487      0.00%
42455       0.00%
297591      0.00%
297911      0.00%
43487       0.00%
100831      0.00%
50519       0.00%
51901       0.00%
17085       0.00%
33405       0.00%
27738       0.00%
542059      0.00%
817151      0.00%
166583      0.00%
577211      0.00%
164757      0.00%
166911      0.00%
698847      0.00%
37838       0.00%
568539      0.00%
13183       0.00%
421887      0.00%
546159      0.00%
240351      0.00%
538239      0.00%
290815      0.00%
289727      0.00%
279007      0.00%
277439      0.00%
141774      0.00%
13279       0.00%
699118      0.00%
146653      0.00%
144351      0.00%
26606       0.00%
51127       0.00%
285134      0.00%
282047      0.00%
567039      0.00%
142335      0.00%
43645       0.00%
50811       0.00%
290559      0.00%
43647       0.00%
4447        0.00%
142079      0.00%
6487        0.00%
55279       0.00%
21375       0.00%
41911       0.00%
279551      0.00%
49975       0.00%
